Timestep,Hydro|Reservoir_RoGonDor_0,Hydro|Reservoir_DolAmroth_0,Hydro|Reservoir_Harad_0,Hydro|Pumped Storage_RoGonDor_0,Hydro|Pumped Storage_DolAmroth_0,Hydro|Pumped Storage_Harad_0,Battery|Lithium-Ion_RoGonDor_0,Battery|Lithium-Ion_DolAmroth_0,Battery|Lithium-Ion_Harad_0
23,36987805.471289649606,7087547.0464252335951,6414249.0059962440282,0,0,0,220066.84990676588495,15661.396375192149208,79918.926725697179791
24,37094850.143704496324,7110454.7421040572226,6443743.8213052200153,0,0,0,6024.6837903326668311,0,79918.926725697179791
25,37201894.816119343042,7133362.4377828808501,6447463.1481934208423,0,0,0,47703.745736803779437,285.7203082745374445,74142.360736175949569
26,37308939.488534189761,7156270.1334617044777,6451182.4750816216692,0,0,0,163946.46365559039987,4212.9612216206578523,3487.1013486225797351
27,37415984.160949036479,7179177.8291405281052,6454901.8019698224962,0,0,0,0,0,0
28,37544391.829770617187,7182030.9923485433683,6466547.9487403072417,0,0,0,0,0,0
29,37672799.498592197895,7199531.3771212249994,6478194.0955107919872,0,0,0,10357.23113507083508,0,0
30,37801207.167413778603,7218227.8449241928756,6489840.2422812767327,0,0,0,50370.034268640178198,0,28371.337949061755353
31,37929614.836235359311,7232526.4950514864177,6501486.3890517614782,0,0,0,16177.91978785939682,0,6163.9754342056112364
32,38058022.505056940019,7249647.1477583590895,6513132.5358222462237,0,0,0,0,0,6163.9754342056112364
33,38186430.173878520727,7260715.0343627482653,6524778.6825927309692,63134.205840000002354,0,0,74048.19859461793385,0,6163.9754342056112364
34,38314837.842700101435,7282675.9075528886169,6536424.8293632157147,63134.205840000002354,0,0,231624.44070616562385,0,24080.248927366741555
35,38443245.511521682143,7302465.0925545049831,6548070.9761337004602,63134.205840000002354,0,0,198884.52613362163538,0,0
36,38571653.180343262851,7328706.6448707450181,6559717.1229041852057,63134.205840000002354,0,0,189123.45489622943569,0,0
37,38700060.849164843559,7353812.6093568038195,6571363.2696746699512,126268.41168000000471,0,0,317481.46425833832473,0,18342.913545742692804
38,38828468.517986424267,7381292.0133648067713,6583009.4164451546967,126268.41168000000471,0,0,495009.20244629267836,11924.782026303746534,40613.679858839372173
39,38956876.186808004975,7408771.417372809723,6594655.5632156394422,126268.41168000000471,0,0,450052.57849584508222,11924.782026303746534,15683.986162276896721
40,39085283.855629585683,7436250.8213808126748,6606301.7099861241877,126268.41168000000471,0,0,403219.63201027276227,1967.1958144666114094,15683.986162276896721
41,39213691.524451166391,7463730.2253888156265,6617947.8567566089332,154325.26894922112115,5404.8562658211485541,0,403219.63201027276227,1967.1958144666114094,15683.986162276896721
42,39342099.193272747099,7491209.6293968185782,6629594.0035270936787,154325.26894922112115,5404.8562658211485541,0,527813.22505127510522,14914.268258715297634,15683.986162276896721
43,39470506.862094327807,7518689.03340482153,6641240.1502975784242,154325.26894922112115,5404.8562658211485541,0,448036.4398134900257,4370.7057639811755507,0
44,39598914.530915908515,7546168.4374128244817,6652886.2970680631697,154325.26894922112115,5404.8562658211485541,0,358004.76971723366296,0,0
45,39727322.199737489223,7573647.8414208274335,6700532.4438385479152,156635.07302943486138,5404.8562658211485541,0,358004.76971723366296,2432.9301731352034039,39024.634250227049051
46,39855729.868559069932,7601127.2454288303852,6748178.5906090326607,168255.14819201771752,14981.493942023576892,0,358004.76971723366296,2432.9301731352034039,58610.803150906620431
47,39984137.53738065064,7628606.6494368333369,6759824.7373795174062,168255.14819201771752,14981.493942023576892,0,323755.97124492516741,0,0
48,40112545.206202231348,7656086.0534448362887,6798857.4529842669144,168255.14819201771752,14981.493942023576892,0,352292.79682195856003,0,0
49,40240952.875023812056,7683565.4574528392404,6846503.5997547516599,168255.14819201771752,14981.493942023576892,30764.061119999998482,512368.00031497492455,0,69606.541911511812941
50,40369360.543845392764,7711044.8614608421922,6894149.7465252364054,214093.17115202362766,14981.493942023576892,61528.122239999996964,571101.86441891116556,15661.396375192149208,108984.47709958089399
51,40497768.212666973472,7738524.2654688451439,6905795.8932957211509,129909.29124440238229,8669.059720819179347,20506.967505588916538,522032.85131912340876,6885.8220261199885499,108477.83587702419027
52,40626175.88148855418,7766003.6694768480957,6952676.5915496246889,45725.411336781136924,0,10870.070322598074199,431479.81050134182442,6885.8220261199885499,103376.63027336924279
53,40754583.550310134888,7793483.0734848510474,7000322.7383201094344,0,0,10870.070322598074199,334079.99618329590885,0,108984.47709958089399
54,40882991.219131715596,7820962.4774928539991,7047968.8850905941799,0,0,0,237595.1286139950098,0,104918.89257984762662
55,41011398.887953296304,7848441.8815008569509,7059615.0318610789254,0,0,0,0,0,0
56,41142299.570502638817,7852813.4521853066981,7072186.2207187218592,0,0,0,0,0,11201.377445110867484
57,41273200.25305198133,7874950.7067305222154,7084757.4095763647929,0,0,0,33541.437157537686289,0,27284.176324932785064
58,41404100.935601323843,7902327.4680013218895,7097328.5984340077266,0,0,0,71901.8000001515029,0,27284.176324932785064
59,41535001.618150666356,7897194.943444586359,7109899.7872916506603,0,0,0,71901.8000001515029,0,12732.250658096578263
60,41665902.300700008869,7892062.4188878508285,7122470.9761492935941,0,0,0,0,0,12732.250658096578263
61,41796802.983249351382,7908817.1072773458436,7135042.1650069365278,0,0,0,10801.998311362258391,0,20571.719398643876048
62,41927703.665798693895,7930737.9232786279172,7147613.3538645794615,0,0,0,48983.28546515670314,0,20571.719398643876048
63,42058604.348348036408,7947365.862000673078,7160184.5427222223952,0,0,0,26482.422674630532129,0,0
64,42189505.030897378922,7965409.1084851585329,7172755.731579865329,0,0,0,0,0,38340.915701378478843
65,42320405.713446721435,7980743.9949963567778,7185326.9204375082627,0,0,0,0,0,38340.915701378478843
66,42451306.395996063948,7997745.3928431849927,7197898.1092951511964,0,0,0,101765.45235157564457,0,38340.915701378478843
67,42582207.078545406461,8015928.4396324791014,7210469.2981527941301,0,0,0,98533.88095013522252,0,16168.015854569635849
68,42713107.761094748974,8034128.4703482305631,7223040.4870104370639,0,0,0,144394.90574400225887,0,16168.015854569635849
69,42844008.443644091487,8050210.075319907628,7235611.6758680799976,0,0,0,340780.98547622340266,0,16168.015854569635849
70,42974909.126193434,8071364.2618429427966,7248182.8647257229313,0,0,0,534533.389802550897,0,16168.015854569635849
71,43105809.808742776513,8091835.3608971843496,7260754.0535833658651,0,0,0,499378.77221093256958,0,0
72,43236710.491292119026,8119848.2730052210391,7273325.2424410087988,0,0,0,441708.42533259437187,307.21672627999947736,0
73,43367611.173841461539,8147861.1851132577285,7321896.4312986517325,0,6628.4513683160257642,0,520275.49545040982775,307.21672627999947736,25972.055722963930748
74,43498511.856390804052,8175874.097221294418,7370467.6201562946662,0,19977.268676017691178,0,571101.86441891116556,307.21672627999947736,40081.822467149380827
75,43629412.538940146565,8203887.0093293311074,7383038.8090139376,0,23646.166413009759708,0,396915.56600873119896,307.21672627999947736,0
76,43760313.221489489079,8231899.9214373677969,7418195.8636676501483,0,23646.166413009759708,0,308370.11691362725105,307.21672627999947736,0
77,43891213.904038831592,8259912.8335454044864,7466767.052525293082,0,33430.230232312060252,9169.1098574018615182,370486.59883372555487,307.21672627999947736,72449.692308919678908
78,44022114.586588174105,8287925.7456534411758,7515338.2413829360157,0,34803.5505049361891,39933.17097740186,411968.65192855219357,15661.396375192149208,108984.47709958089399
79,44153015.269137516618,8315938.6577614778653,7527909.4302405789495,0,28723.545393921027426,0,292749.03116406314075,15661.396375192149208,100090.41217304448946
80,44283915.951686859131,8343951.5698695145547,7576480.6190982218832,0,17468.653592623817531,0,202152.17227775798528,15661.396375192149208,80976.003330109815579
81,44414816.634236201644,8371964.4819775512442,7608016.5677514495328,0,5688.98804359134283,0,195278.86624409025535,15661.396375192149208,80976.003330109815579
82,44545717.316785544157,8399977.3940855879337,7620587.7566090924665,0,0,0,163692.5995815883216,15512.625268594496447,68113.295112191335647
83,44676617.99933488667,8427990.3061936236918,7633158.9454667354003,0,0,0,0,0,0
84,44780614.460999265313,8417100.2442405354232,7635747.2223317017779,0,0,0,0,0,0
85,44884610.922663643956,8431484.2831549234688,7638335.4991966681555,0,0,0,93534.278234374360181,0,0
86,44988607.384328022599,8450350.3486507460475,7640923.7760616345331,0,0,0,150584.05872982079745,0,50371.727903436410998
87,45092603.845992401242,8439460.2866976596415,7643512.0529266009107,0,0,0,89728.698592848348198,0,12259.167687945955549
88,45196600.307656779885,8428570.2247445732355,7646100.3297915672883,0,0,0,65307.821263588652073,0,12259.167687945955549
89,45300596.769321158528,8434931.7519290558994,7648688.606656533666,0,0,0,44420.150204636680428,0,12259.167687945955549
90,45404593.230985537171,8424041.6899759694934,7651276.8835215000436,0,0,0,21450.536428394949326,0,46677.370953457102587
91,45508589.692649915814,8413151.6280228830874,7653865.1603864664212,0,0,0,21450.536428394949326,0,10807.180176543864945
92,45612586.154314294457,8402261.5660697966814,7656453.4372514327988,0,0,0,0,0,71044.544291566606262
93,45716582.6159786731,8412186.8309880364686,7659041.7141163991764,0,0,0,48223.321234074210224,0,71301.480469332876964
94,45820579.077643051744,8427215.0021112728864,7661629.990981365554,0,0,0,123369.69151026257896,0,90345.10584506453597
95,45924575.539307430387,8434114.5571822635829,7664218.2678463319317,0,0,0,36623.680660517304204,0,45377.341690585883043
96,46028572.00097180903,8443465.4719816818833,7666806.5447112983093,0,0,0,39434.139280864801549,0,45377.341690585883043
97,46132568.462636187673,8452564.7056758105755,7669394.8215762646869,0,0,0,68450.443988045255537,0,45377.341690585883043
98,46236564.924300566316,8465548.3045793175697,7671983.0984412310645,0,0,0,112153.7928242048074,0,45377.341690585883043
99,46340561.385964944959,8475510.7192207146436,7674571.3753061974421,0,0,0,0,0,0
100,46444557.847629323602,8492011.6459802743047,7677159.6521711638197,0,0,0,0,0,0
101,46548554.309293702245,8508155.4375956952572,7715747.9290361301973,0,0,0,0,0,17581.311657563324843
102,46652550.770958080888,8530410.8123073801398,7754336.205901096575,0,0,0,0,0,28360.062257174082333
103,46756547.232622459531,8552666.1870190650225,7756924.4827660629526,0,0,0,0,0,0
104,46860543.694286838174,8574921.5617307499051,7762530.7699909377843,0,445.2774480385007223,0,7478.0326238001143793,306.04207453156413976,0
105,46964540.155951216817,8597176.9364424347878,7801119.0468559041619,0,445.2774480385007223,14307.116519903333028,213196.79516441433225,306.04207453156413976,73266.496188246062957
106,47068536.61761559546,8619432.3111541196704,7839707.3237208705395,0,445.2774480385007223,45071.177639903333329,317178.70797260961263,15661.396375192149208,108984.47709958089399
107,47172533.079279974103,8641687.685865804553,7842295.6005858369172,0,445.2774480385007223,4635.8492067338529523,299494.09046911564656,15661.396375192149208,64043.842294368405419
108,47276529.540944352746,8663943.0605774894357,7844883.8774508032948,0,445.2774480385007223,0,285747.04397637658985,15661.396375192149208,64043.842294368405419
109,47380526.002608731389,8686198.4352891743183,7847472.1543157696724,0,0,0,245560.19084996549645,10436.404125668792403,58744.613207725386019
110,47484522.464273110032,8708453.810000859201,7850060.43118073605,0,0,0,162400.40534391073743,0,13390.944457955474718
111,47588518.925937488675,8730709.1847125440836,7852648.7080457024276,0,0,0,0,0,0
112,47695972.832286812365,8753704.4569724425673,7856519.8827190436423,0,17157.191999999999098,0,39435.138865467619325,2995.1356013898584933,0
113,47803426.738636136055,8776699.7292323410511,7896391.0573923848569,0,34314.383999999998196,0,283077.68040351447416,10297.981587497410146,408.31775220894900258
114,47910880.644985459745,8799695.0014922395349,7900262.2320657260716,0,51471.576000000000931,0,560345.53549951664172,15661.396375192149208,23579.538551760153496
115,48018334.551334783435,8822690.2737521380186,7904133.4067390672863,0,51471.576000000000931,0,546948.93825554929208,14883.552035764208995,14051.769933066185331
116,48125788.457684107125,8845685.5460120365024,7908004.5814124085009,0,54792.748890945455059,0,495421.53145704016788,14883.552035764208995,14051.769933066185331
117,48233242.364033430815,8868680.8182719349861,7926366.0935919731855,0,56683.713739129227179,0,571101.86441891116556,15661.396375192149208,34179.084172754395695
118,48340696.270382754505,8891676.0905318334699,7952326.4140948224813,0,67730.042014904407552,0,571101.86441891116556,15661.396375192149208,34179.084172754395695
119,48448150.176732078195,8914671.3627917319536,7956197.5887681636959,0,68558.430230744270375,0,326796.33368375134887,15661.396375192149208,23632.176296507670486
120,48555604.083081401885,8937666.6350516304374,7960068.7634415049106,0,66444.40980499368743,0,219536.06199474749155,15661.396375192149208,23632.176296507670486
121,48663057.989430725574,8951764.5074182115495,7997254.6940927328542,0,66444.40980499368743,0,284294.72561380953994,15661.396375192149208,23632.176296507670486
122,48770511.895780049264,8973348.9045056551695,8018688.0748075917363,0,66444.40980499368743,0,313644.3616432097042,11469.982785862754099,23632.176296507670486
123,48877965.802129372954,8996344.1767655536532,8022559.249480932951,0,49914.018306997437321,0,108953.03043980199436,11469.982785862754099,4176.7035394942486164
124,48985419.708478696644,9019339.449025452137,8026430.4241542741656,0,37400.163857038853166,0,0,11469.982785862754099,4176.7035394942486164
125,49092873.614828020334,9042334.7212853506207,8062908.8953349012882,0,25532.845228220074205,0,76846.736772818709142,11469.982785862754099,4176.7035394942486164
126,49200327.521177344024,9065329.9935452491045,8066780.0700082425028,0,22966.684184904472204,0,243365.34516044653719,8082.5188060378177397,18482.089064980085823
127,49307781.427526667714,9088325.2658051475883,8070651.2446815837175,0,13714.078570101637524,0,71358.468086713051889,8082.5188060378177397,0
128,49415235.333875991404,9105341.6007589139044,8074522.4193549249321,0,13714.078570101637524,0,2553.084899237495847,8082.5188060378177397,0
129,49522689.240225315094,9128336.8730188123882,8114393.5940282661468,0,13714.078570101637524,0,212367.92403505719267,1460.9078245806470022,58262.482983283087378
130,49630143.146574638784,9151332.1452787108719,8154264.7687016073614,0,13714.078570101637524,0,341276.00041647313628,3167.8349961886965502,103744.93265073875955
131,49737597.052923962474,9174327.4175386093557,8182146.1337337074801,0,0,0,143186.24761765138828,3167.8349961886965502,0
132,49845050.959273286164,9190240.7311197593808,8205722.6758273262531,0,0,0,83008.00097113630909,3167.8349961886965502,0
133,49952504.865622609854,9210625.1539123635739,8245593.8505006674677,0,0,30764.061119999998482,175752.56544397294056,3167.8349961886965502,60351.425090579257812
134,50059958.771971933544,9233620.4261722620577,8285465.0251740086824,0,0,61528.122239999996964,261926.03388516732957,0,108984.47709958089399
135,50167412.678321257234,9246258.2670051958412,8289336.199847349897,0,0,20506.967505588916538,98524.244454024825245,0,83002.881715414245264
136,50274866.584670580924,9263229.0162435416132,8310308.9388617947698,0,0,20506.967505588916538,0,0,83002.881715414245264
137,50382320.491019904613,9275202.3434876464307,8350180.1135351359844,0,0,20506.967505588916538,52900.339542513800552,0,101279.05477401864482
138,50489774.397369228303,9288717.5028479732573,8380365.0306870127097,0,0,10295.259263197491236,56022.153560213715537,0,101279.05477401864482
139,50597228.303718551993,9298784.4332742635161,8384236.2053603539243,0,0,0,0,0,0
140,50690576.623774878681,9311217.8890844639391,8382873.4493738859892,0,0,0,58807.291004215214343,0,0
141,50783924.943831205368,9319006.2480391263962,8393071.8395384568721,0,0,0,120115.44870112685021,0,21188.679610800347291
142,50842880.579994395375,9330483.1477146241814,8391709.0835519898683,0,0,0,120115.44870112685021,0,21188.679610800347291
143,50886349.838242918253,9348032.5068716406822,8390346.3275655228645,0,0,0,120115.44870112685021,0,0
144,50925910.589905507863,9366738.5437353104353,8388983.5715790558606,0,0,0,120115.44870112685021,0,0
145,50965937.558902926743,9373052.2910148911178,8406287.8583397846669,0,0,0,120115.44870112685021,0,0
146,50983643.76023298502,9387674.8906780015677,8404925.1023533176631,0,0,0,120115.44870112685021,0,16880.558008874013467
147,50922107.780289314687,9407651.5495788063854,8403562.3463668506593,0,0,0,73693.835859966187854,4476.6749819253655005,0
148,50865199.325712114573,9427628.2084796112031,8402199.5903803836554,0,0,0,23330.621863958964241,14951.962263592055024,0
149,50809119.678368076682,9436551.917170368135,8400836.8343939166516,0,0,0,23330.621863958964241,14951.962263592055024,0
150,50798265.446161597967,9446561.0560109112412,8399474.0784074496478,0,0,0,23330.621863958964241,14951.962263592055024,0
151,50779643.958511278033,9464113.1906910669059,8398111.322420982644,0,0,0,23330.621863958964241,14951.962263592055024,0
152,50742199.589117370546,9482719.3862474840134,8404901.96832969971,0,0,0,23330.621863958964241,13910.250348837040292,0
153,50835547.909173697233,9487897.7180815543979,8436027.9993518926203,0,0,0,0,13910.250348837040292,0
154,50928896.229230023921,9507874.3769823592156,8451278.1779115255922,0,0,0,4081.3537105777472789,0,0
155,50975781.051320426166,9527851.0358831640333,8449915.4219250585884,0,0,0,0,0,0
156,51064594.352421872318,9547827.694783968851,8484552.6659385915846,0,1647.2657267284644149,0,0,0,0
157,51157942.672478199005,9567804.3536847736686,8519189.9099521245807,0,18804.457726728462148,0,63463.825488624293939,7252.7886224748081077,87859.180102300859289
158,51251290.992534525692,9587781.0125855784863,8553827.1539656575769,0,35961.649726728457608,0,167827.70542716505588,15661.396375192149208,108984.47709958089399
159,51223943.169418230653,9607757.671486383304,8588464.3979791905731,0,35961.649726728457608,0,167827.70542716505588,15050.287463826007297,52072.072325344764977
160,51196857.91458465904,9627734.3303871881217,8623101.6419927235693,0,35961.649726728457608,0,167827.70542716505588,12003.080405284077642,74419.422925183767802
161,51290206.234640985727,9647710.9892879929394,8657738.8860062565655,0,35961.649726728457608,0,177987.16498855888494,15555.222733539927503,108984.47709958089399
162,51383554.554697312415,9667687.648188797757,8692376.1300197895616,0,41746.846304082981078,0,177987.16498855888494,15661.396375192149208,108984.47709958089399
163,51392521.252217553556,9687664.3070896025747,8727013.3740333225578,0,36990.182560543107684,0,0,15661.396375192149208,59591.700507066118007
164,51348055.039831019938,9707640.9659904073924,8761650.618046855554,0,28521.380348394079192,0,0,15661.396375192149208,59591.700507066118007
165,51441403.359887346625,9727617.6248912122101,8796287.8620603885502,0,7825.4767120543729106,0,20609.709689639363205,15661.396375192149208,59591.700507066118007
166,51534751.679943673313,9747594.2837920170277,8830925.1060739215463,0,0,0,160866.47725441417424,9509.4060048818391806,79158.84258128273359
167,51628100,9767570.9426928218454,8865562.3500874545425,0,0,0,0,0,0
168,51551823.091363959014,9784103.4880803488195,8894729.9172627162188,0,0,0,31071.255552427988732,0,6562.3327794746064683
169,51475546.182727918029,9788620.6305430531502,8923897.4844379778951,0,0,0,145612.50134827228612,0,98630.28972702405008
170,51418307.558613672853,9803750.5043006278574,8953065.0516132395715,0,0,0,154992.54004089170485,0,98630.28972702405008
171,51342030.649977631867,9820572.5857629645616,8982232.6187885012478,0,0,0,238624.69562846401823,1957.8163279709172002,15403.647508804890094
172,51420638.041341587901,9835627.1969512403011,9011400.1859637629241,0,0,0,245870.3312487436051,0,20723.881232994139282
173,51499245.432705543935,9835525.1167427841574,9040567.7531390246004,0,0,0,334185.94650889059994,0,50471.215267450446845
174,51577852.824069499969,9847075.5276259556413,9069735.3203142862767,0,0,0,409579.79001638496993,0,50471.215267450446845
175,51501575.915433458984,9858762.9928437843919,9098902.887489547953,0,0,0,388147.7991860419279,0,0
176,51425299.006797417998,9871426.2419095728546,9128070.4546648096293,0,0,0,341233.92482952354476,0,0
177,51413131.597562767565,9888248.3233719095588,9157238.0218400713056,0,0,0,426078.1588742104941,1186.6863590176217258,108984.47709958089399
178,51336854.68892672658,9905070.4048342462629,9186405.5890153329819,0,0,0,513590.79003284522332,6123.6389958303334424,108984.47709958089399
179,51260577.780290685594,9915744.2373537346721,9215573.1561905946583,0,0,0,469846.95449238241417,5993.0736707108853807,81135.745970157950069
180,51202862.523895695806,9925329.0458553433418,9244740.7233658563346,0,0,0,469846.95449238241417,5993.0736707108853807,81135.745970157950069
181,51281469.91525965184,9935994.3164808098227,9273908.2905411180109,0,0,0,469846.95449238241417,5993.0736707108853807,108984.47709958089399
182,51360077.306623607874,9952816.3979431465268,9303075.8577163796872,0,0,0,469846.95449238241417,4163.2321840917729787,108984.47709958089399
183,51283800.397987566888,9961283.9005485530943,9332243.4248916413635,0,0,0,462729.77453652821714,4163.2321840917729787,47363.780764844588703
184,51207523.489351525903,9974126.7157190069556,9361410.9920669030398,0,0,0,413757.65150950453244,4163.2321840917729787,47363.780764844588703
185,51286130.880715481937,9990948.7971813436598,9390578.5592421647161,0,0,0,413757.65150950453244,2504.3658613649045037,47363.780764844588703
186,51364738.272079437971,10007770.878643680364,9419746.1264174263924,0,0,0,413757.65150950453244,0,108984.47709958089399
187,51392277.825908131897,10015477.346570705995,9448913.6935926880687,0,0,0,413757.65150950453244,0,47995.287245000530675
188,51470885.217272087932,10028474.14821376279,9478081.2607679497451,0,0,0,413757.65150950453244,0,68793.669394751137588
189,51549492.608636043966,10045296.229676099494,9507248.8279432114214,0,0,0,413757.65150950453244,434.16740858580226359,108984.47709958089399
190,51628100,10062118.311138436198,9536416.3951184730977,0,0,0,413757.65150950453244,4478.1159079470762663,108984.47709958089399
191,51628100,10077657.548946233466,9565583.962293734774,0,0,0,275050.77435405703727,0,52071.960104322199186
192,51621347.236817412078,10090381.499750439078,9594751.5294689964503,0,0,0,95715.050534357636934,0,52071.960104322199186
193,51560529.655098319054,10085483.113398427144,9623919.0966442581266,0,0,0,95715.050534357636934,0,71977.134647088809288
194,51628100,10081138.222935693339,9653086.6638195198029,0,0,0,95715.050534357636934,0,90066.740502754284535
195,51628100,10097086.750903423876,9682254.2309947814792,0,0,0,0,0,0
196,51567012.207330301404,10117159.322449367493,9717057.7765760663897,0,17157.191999999999098,0,108562.15793805259455,1275.7376221335850914,1058.1328993655185968
197,51505924.414660602808,10137231.893995311111,9751861.3221573513001,0,26991.171825941513816,0,252361.83177283656551,1275.7376221335850914,36361.811225901925354
198,51444836.621990904212,10157304.465541254729,9786664.8677386362106,0,44148.363825941516552,0,355581.76328184775775,1821.6275390404339305,57015.46960792128084
199,51383748.829321205616,10177377.037087198347,9804291.8489573225379,0,57692.724367829687253,0,290621.09527817222988,1821.6275390404339305,0
200,51322661.03665150702,10197449.608633141965,9839095.3945386074483,0,64341.094379898953775,0,277146.25025689904578,7302.8882077628804836,8388.2763839020008163
201,51261573.243981808424,10217522.180179085582,9873898.9401198923588,0,76363.174992910178844,0,281115.56512065941934,7302.8882077628804836,55633.171699058671948
202,51200485.451312109828,10237594.7517250292,9908702.4857011772692,0,76363.174992910178844,0,249929.64575846714433,15661.396375192149208,97366.613403628245578
203,51139397.658642411232,10257667.323270972818,9943506.0312824621797,0,71777.501459431936382,0,126448.08463695083628,15661.396375192149208,20198.588233152200701
204,51078309.865972712636,10277739.894816916436,9978309.5768637470901,0,65653.451373551841243,4040.41866663169003,68347.11721475412196,15661.396375192149208,20198.588233152200701
205,51017222.07330301404,10297812.466362860054,10013113.122445032001,0,54690.184785053483211,32949.184577888467174,54497.296837866721035,15661.396375192149208,60223.851008280631504
206,50956134.280633315444,10317885.037908803672,10047916.668026316911,0,49178.895552892536216,32949.184577888467174,52712.000430211141065,15661.396375192149208,108984.47709958089399
207,50895046.487963616848,10337957.609454747289,10082720.213607601821,0,41966.877353675619815,32949.184577888467174,0,15661.396375192149208,16238.535615536413388
208,50833958.695293918252,10358030.181000690907,10117523.759188886732,0,35559.318091454777459,32949.184577888467174,0,15661.396375192149208,10230.076864827968166
209,50772870.902624219656,10378102.752546634525,10152327.304770171642,0,21973.246738878460746,32949.184577888467174,46811.511974987479334,15661.396375192149208,51559.072224026444019
210,50866667.40995451808,10395744.80803027004,10187130.850351456553,0,5297.9417598523587003,32949.184577888467174,47789.098728029850463,15661.396375192149208,62801.035883483971702
211,50865587.382002562284,10415817.379576213658,10216039.385132096708,0,0,0,47789.098728029850463,15661.396375192149208,4183.9444705264977529
212,50959383.889332860708,10433686.61587533541,10250842.930713381618,0,0,0,47789.098728029850463,15661.396375192149208,0
213,51053180.396663159132,10442874.621087996289,10285646.476294666529,0,0,0,47789.098728029850463,15661.396375192149208,85125.278004007122945
214,51146976.903993457556,10455546.693231048062,10320450.021875951439,0,0,0,47789.098728029850463,15661.396375192149208,85125.278004007122945
215,51240773.41132375598,10465854.495010180399,10355253.56745723635,0,0,0,47789.098728029850463,15661.396375192149208,7304.2265778345172293
216,51305817.738336399198,10482209.997770857066,10390057.11303852126,0,0,0,47789.098728029850463,15661.396375192149208,18973.658056983404094
217,51399614.245666697621,10490635.490893924609,10424860.65861980617,0,0,0,47789.098728029850463,15661.396375192149208,100748.88452720320493
218,51493410.752996996045,10501951.580675475299,10459664.204201091081,0,0,647.04093668553980478,47789.098728029850463,15661.396375192149208,108984.47709958089399
219,51448160.196939840913,10519642.876367155463,10494467.749782375991,0,0,0,47789.098728029850463,9017.7607664904826379,56994.576245020711212
220,51477976.342064127326,10539715.44791309908,10529271.295363660902,0,0,0,47789.098728029850463,0,69500.252474840657669
221,51571772.84939442575,10536236.684441816062,10564074.840944945812,0,0,0,47789.098728029850463,0,98635.492150457328535
222,51628100,10539565.61874172464,10598878.386526230723,0,0,0,47789.098728029850463,0,106562.44461198202043
