Type,Sector,Region,Fuel,Year,Value
Final Energy Demand [TWh],Industry,Total,Power,2040,513.1624297065492
Final Energy Demand [TWh],Industry,Total,Power,2045,669.8807121597545
Final Energy Demand [TWh],Industry,Total,Power,2050,640.0406358023822
Final Energy Demand [TWh],Industry,Total,Lignite,2018,0.3382754591154311
Final Energy Demand [TWh],Industry,Total,Lignite,2025,0.2370957422117069
Final Energy Demand [TWh],Industry,Total,Lignite,2030,0.14401215738983184
Final Energy Demand [TWh],Industry,Total,Lignite,2035,0.07090848354773138
Final Energy Demand [TWh],Industry,Total,Lignite,2040,0.0035705203807627197
Final Energy Demand [TWh],Industry,Total,Gas_Synth,2040,1.010469321712274
Final Energy Demand [TWh],Industry,Total,Gas_Synth,2045,13.19097554132998
Final Energy Demand [TWh],Industry,Total,Gas_Synth,2050,580.3943620799994
Final Energy Demand [TWh],Buildings,Total,Biomass,2018,159.54057501813946
Final Energy Demand [TWh],Buildings,Total,Biomass,2025,121.86233056196141
Final Energy Demand [TWh],Buildings,Total,Biomass,2030,78.74906267702455
Final Energy Demand [TWh],Buildings,Total,Biomass,2035,51.348222976471085
Final Energy Demand [TWh],Buildings,Total,Biomass,2040,33.8075798451491
Final Energy Demand [TWh],Buildings,Total,Biomass,2045,18.939447877972242
Final Energy Demand [TWh],Buildings,Total,Biomass,2050,8.810013640840184
Final Energy Demand [TWh],Buildings,Total,Hardcoal,2018,207.36821019888913
Final Energy Demand [TWh],Buildings,Total,Hardcoal,2025,72.65277999962035
Final Energy Demand [TWh],Buildings,Total,Hardcoal,2030,37.09245610680364
Final Energy Demand [TWh],Buildings,Total,Hardcoal,2035,15.525794197645949
Final Energy Demand [TWh],Buildings,Total,Hardcoal,2040,4.811936759348207
Final Energy Demand [TWh],Buildings,Total,H2,2030,9.446698935777236e-14
Final Energy Demand [TWh],Buildings,Total,H2,2035,0.4054273932484357
Final Energy Demand [TWh],Buildings,Total,H2,2040,48.8812818717431
Final Energy Demand [TWh],Buildings,Total,H2,2045,29.723355775832186
Final Energy Demand [TWh],Buildings,Total,H2,2050,121.77423887955351
Final Energy Demand [TWh],Buildings,Total,Gas_Natural,2018,2004.7076351422647
Final Energy Demand [TWh],Buildings,Total,Gas_Natural,2025,1661.9095034066777
Final Energy Demand [TWh],Buildings,Total,Gas_Natural,2030,1537.6810234012155
Final Energy Demand [TWh],Buildings,Total,Gas_Natural,2035,1420.5387775313677
Final Energy Demand [TWh],Buildings,Total,Gas_Natural,2040,1109.4228552379075
Final Energy Demand [TWh],Buildings,Total,Gas_Natural,2045,595.3404127769775
Final Energy Demand [TWh],Buildings,Total,Gas_Natural,2050,117.74743297494693
Final Energy Demand [TWh],Buildings,Total,Oil,2018,0.6894256560363271
Final Energy Demand [TWh],Buildings,Total,Oil,2025,1.824889239332152
Final Energy Demand [TWh],Buildings,Total,Oil,2030,5.079707667206878
Final Energy Demand [TWh],Buildings,Total,Oil,2035,12.028113714995765
Final Energy Demand [TWh],Buildings,Total,Oil,2040,5.426042350466718
Final Energy Demand [TWh],Buildings,Total,Power,2018,38.83591869124807
Final Energy Demand [TWh],Buildings,Total,Power,2025,86.31349526495234
Final Energy Demand [TWh],Buildings,Total,Power,2030,86.1520324878717
Final Energy Demand [TWh],Buildings,Total,Power,2035,84.797484704153
Final Energy Demand [TWh],Buildings,Total,Power,2040,173.95194023807562
Final Energy Demand [TWh],Buildings,Total,Power,2045,260.1462868167984
Final Energy Demand [TWh],Buildings,Total,Power,2050,256.55773223784047
Final Energy Demand [TWh],Buildings,Total,Gas_Synth,2045,4.996990876277813
Final Energy Demand [TWh],Buildings,Total,Gas_Synth,2050,289.088521702679
Final Energy Demand [TWh],Transportation,Total,H2,2040,18.21090997580761
Final Energy Demand [TWh],Transportation,Total,H2,2045,78.40544033202191
Final Energy Demand [TWh],Transportation,Total,H2,2050,122.23900247327023
Final Energy Demand [TWh],Transportation,Total,Oil,2018,2462.8116732752337
Final Energy Demand [TWh],Transportation,Total,Oil,2025,2221.0629499832257
Final Energy Demand [TWh],Transportation,Total,Oil,2030,1212.9132490662982
Final Energy Demand [TWh],Transportation,Total,Oil,2035,525.6123991594618
Final Energy Demand [TWh],Transportation,Total,Oil,2040,215.7722742560231
Final Energy Demand [TWh],Transportation,Total,Oil,2045,67.64896263974974
Final Energy Demand [TWh],Transportation,Total,Oil,2050,46.502953398343166
Final Energy Demand [TWh],Transportation,Total,Power,2018,56.30446755190861
Final Energy Demand [TWh],Transportation,Total,Power,2025,94.49116539940952
Final Energy Demand [TWh],Transportation,Total,Power,2030,266.3799688682469
Final Energy Demand [TWh],Transportation,Total,Power,2035,368.29901615960205
Final Energy Demand [TWh],Transportation,Total,Power,2040,411.629218067259
Final Energy Demand [TWh],Transportation,Total,Power,2045,374.3487807798695
Final Energy Demand [TWh],Transportation,Total,Power,2050,309.4778098008008
Final Energy Demand [TWh],Transportation,Total,Biofuel,2045,1.612880339084888
Final Energy Demand [TWh],Transportation,Total,Biofuel,2050,1.6619209335789562
Final Energy Demand [TWh],CHP,Total,Hardcoal,2018,18.816595370892095
Final Energy Demand [TWh],CHP,Total,Hardcoal,2025,54.77317101534399
Final Energy Demand [TWh],CHP,Total,Gas_Natural,2018,222.88217802284282
Final Energy Demand [TWh],CHP,Total,Lignite,2018,22.914256970518306
Final Energy Demand [TWh],CHP,Total,Lignite,2025,19.980273219899416
Final Energy Demand [TWh],Power,EU27,Hardcoal,2018,545.9892585088689
Final Energy Demand [TWh],Power,EU27,Hardcoal,2025,239.54818282221538
Final Energy Demand [TWh],Power,EU27,Hardcoal,2030,161.41114456797757
Final Energy Demand [TWh],Power,EU27,Hardcoal,2035,118.71917303394628
Final Energy Demand [TWh],Power,EU27,Hardcoal,2040,96.61769811749915
Final Energy Demand [TWh],Power,EU27,Gas_Natural,2025,346.9256318313219
Final Energy Demand [TWh],Power,EU27,Gas_Natural,2030,616.5823343850429
Final Energy Demand [TWh],Power,EU27,Gas_Natural,2035,997.2856161155319
Final Energy Demand [TWh],Power,EU27,Gas_Natural,2040,966.3804618206901
Final Energy Demand [TWh],Power,EU27,Gas_Natural,2045,357.9342647946315
Final Energy Demand [TWh],Power,EU27,Gas_Natural,2050,36.80125077041417
Final Energy Demand [TWh],Power,EU27,Nuclear,2018,1246.7442065789219
Final Energy Demand [TWh],Power,EU27,Nuclear,2025,1132.6447426816515
Final Energy Demand [TWh],Power,EU27,Nuclear,2030,783.8627959628845
Final Energy Demand [TWh],Power,EU27,Nuclear,2035,390.64590373611543
Final Energy Demand [TWh],Power,EU27,Nuclear,2040,154.01923716897576
Final Energy Demand [TWh],Power,EU27,Nuclear,2045,103.62750704225766
Final Energy Demand [TWh],Power,EU27,Nuclear,2050,8.734615007317494
Final Energy Demand [TWh],Power,EU27,Lignite,2018,190.69043788291367
Final Energy Demand [TWh],Power,EU27,Lignite,2025,123.46979326394211
Final Energy Demand [TWh],Power,EU27,Lignite,2030,57.691096157511545
Final Energy Demand [TWh],Power,EU27,Gas_Synth,2040,6.513765558162884
Final Energy Demand [TWh],Power,EU27,Gas_Synth,2045,14.472128745407652
Final Energy Demand [TWh],Power,EU27,Gas_Synth,2050,262.02718426643173
Final Energy Demand [TWh],Industry,EU27,Biomass,2018,23.668774257880788
Final Energy Demand [TWh],Industry,EU27,Biomass,2025,296.39709385028027
Final Energy Demand [TWh],Industry,EU27,Biomass,2030,368.3382590229754
Final Energy Demand [TWh],Industry,EU27,Biomass,2035,375.73718216727514
Final Energy Demand [TWh],Industry,EU27,Biomass,2040,279.5124806157091
Final Energy Demand [TWh],Industry,EU27,Biomass,2045,404.8616154834394
Final Energy Demand [TWh],Industry,EU27,Biomass,2050,383.3636714473004
Final Energy Demand [TWh],Industry,EU27,Hardcoal,2018,1104.2231007184578
Final Energy Demand [TWh],Industry,EU27,Hardcoal,2025,1222.9368465503997
Final Energy Demand [TWh],Industry,EU27,Hardcoal,2030,1154.8801683797346
Final Energy Demand [TWh],Industry,EU27,Hardcoal,2035,959.116977835195
Final Energy Demand [TWh],Industry,EU27,Hardcoal,2040,668.1594751252301
Final Energy Demand [TWh],Industry,EU27,Hardcoal,2045,19.472158992549932
Final Energy Demand [TWh],Industry,EU27,Hardcoal,2050,16.296938917500018
Final Energy Demand [TWh],Industry,EU27,H2,2030,2.0359358645039425
Final Energy Demand [TWh],Industry,EU27,H2,2035,50.12203497384992
Final Energy Demand [TWh],Industry,EU27,H2,2040,136.31188078051926
Final Energy Demand [TWh],Industry,EU27,H2,2045,83.7390736479185
Final Energy Demand [TWh],Industry,EU27,H2,2050,144.5561423450727
Final Energy Demand [TWh],Industry,EU27,Gas_Natural,2018,1816.824642589174
Final Energy Demand [TWh],Industry,EU27,Gas_Natural,2025,1047.776585457263
Final Energy Demand [TWh],Industry,EU27,Gas_Natural,2030,806.8679098747548
Final Energy Demand [TWh],Industry,EU27,Gas_Natural,2035,666.0049914397844
Final Energy Demand [TWh],Industry,EU27,Gas_Natural,2040,641.6027668157719
Final Energy Demand [TWh],Industry,EU27,Gas_Natural,2045,666.5777105552785
Final Energy Demand [TWh],Industry,EU27,Gas_Natural,2050,5.261132976112848
Final Energy Demand [TWh],Industry,EU27,Oil,2018,0.05995507428039644
Final Energy Demand [TWh],Industry,EU27,Oil,2025,0.16168956044064126
Final Energy Demand [TWh],Industry,EU27,Oil,2030,0.47864107587606375
Final Energy Demand [TWh],Industry,EU27,Oil,2035,0.6177350140277161
Final Energy Demand [TWh],Industry,EU27,Oil,2040,0.1760787277611751
Final Energy Demand [TWh],Industry,EU27,Power,2018,22.805123358283964
Final Energy Demand [TWh],Industry,EU27,Power,2025,254.63600184711453
Final Energy Demand [TWh],Industry,EU27,Power,2030,310.2508526747518
Final Energy Demand [TWh],Industry,EU27,Power,2035,405.7264657482002
Final Energy Demand [TWh],Industry,EU27,Power,2040,513.1624297065492
Final Energy Demand [TWh],Industry,EU27,Power,2045,669.8807121597545
Final Energy Demand [TWh],Industry,EU27,Power,2050,640.0406358023822
Final Energy Demand [TWh],Industry,EU27,Lignite,2018,0.3382754591154311
Final Energy Demand [TWh],Industry,EU27,Lignite,2025,0.2370957422117069
Final Energy Demand [TWh],Industry,EU27,Lignite,2030,0.14401215738983184
Final Energy Demand [TWh],Industry,EU27,Lignite,2035,0.07090848354773138
Final Energy Demand [TWh],Industry,EU27,Lignite,2040,0.0035705203807627197
Final Energy Demand [TWh],Industry,EU27,Gas_Synth,2040,1.010469321712274
Final Energy Demand [TWh],Industry,EU27,Gas_Synth,2045,13.19097554132998
Final Energy Demand [TWh],Industry,EU27,Gas_Synth,2050,580.3943620799994
Final Energy Demand [TWh],Buildings,EU27,Biomass,2018,159.54057501813946
Final Energy Demand [TWh],Buildings,EU27,Biomass,2025,121.86233056196141
Final Energy Demand [TWh],Buildings,EU27,Biomass,2030,78.74906267702455
Final Energy Demand [TWh],Buildings,EU27,Biomass,2035,51.348222976471085
Final Energy Demand [TWh],Buildings,EU27,Biomass,2040,33.8075798451491
Final Energy Demand [TWh],Buildings,EU27,Biomass,2045,18.939447877972242
Final Energy Demand [TWh],Buildings,EU27,Biomass,2050,8.810013640840184
Final Energy Demand [TWh],Buildings,EU27,Hardcoal,2018,207.36821019888913
Final Energy Demand [TWh],Buildings,EU27,Hardcoal,2025,72.65277999962035
Final Energy Demand [TWh],Buildings,EU27,Hardcoal,2030,37.09245610680364
Final Energy Demand [TWh],Buildings,EU27,Hardcoal,2035,15.525794197645949
Final Energy Demand [TWh],Buildings,EU27,Hardcoal,2040,4.811936759348207
Final Energy Demand [TWh],Buildings,EU27,H2,2030,9.446698935777236e-14
Final Energy Demand [TWh],Buildings,EU27,H2,2035,0.4054273932484357
Final Energy Demand [TWh],Buildings,EU27,H2,2040,48.8812818717431
Final Energy Demand [TWh],Buildings,EU27,H2,2045,29.723355775832186
Final Energy Demand [TWh],Buildings,EU27,H2,2050,121.77423887955351
Final Energy Demand [TWh],Buildings,EU27,Gas_Natural,2018,2004.7076351422647
Final Energy Demand [TWh],Buildings,EU27,Gas_Natural,2025,1661.9095034066777
Final Energy Demand [TWh],Buildings,EU27,Gas_Natural,2030,1537.6810234012155
Final Energy Demand [TWh],Buildings,EU27,Gas_Natural,2035,1420.5387775313677
Final Energy Demand [TWh],Buildings,EU27,Gas_Natural,2040,1109.4228552379075
Final Energy Demand [TWh],Buildings,EU27,Gas_Natural,2045,595.3404127769775
Final Energy Demand [TWh],Buildings,EU27,Gas_Natural,2050,117.74743297494693
Final Energy Demand [TWh],Buildings,EU27,Oil,2018,0.6894256560363271
Final Energy Demand [TWh],Buildings,EU27,Oil,2025,1.824889239332152
Final Energy Demand [TWh],Buildings,EU27,Oil,2030,5.079707667206878
Final Energy Demand [TWh],Buildings,EU27,Oil,2035,12.028113714995765
Final Energy Demand [TWh],Buildings,EU27,Oil,2040,5.426042350466718
Final Energy Demand [TWh],Buildings,EU27,Power,2018,38.83591869124807
Final Energy Demand [TWh],Buildings,EU27,Power,2025,86.31349526495234
Final Energy Demand [TWh],Buildings,EU27,Power,2030,86.1520324878717
Final Energy Demand [TWh],Buildings,EU27,Power,2035,84.797484704153
Final Energy Demand [TWh],Buildings,EU27,Power,2040,173.95194023807562
Final Energy Demand [TWh],Buildings,EU27,Power,2045,260.1462868167984
Final Energy Demand [TWh],Buildings,EU27,Power,2050,256.55773223784047
Final Energy Demand [TWh],Buildings,EU27,Gas_Synth,2045,4.996990876277813
Final Energy Demand [TWh],Buildings,EU27,Gas_Synth,2050,289.088521702679
Final Energy Demand [TWh],Transportation,EU27,H2,2040,18.21090997580761
Final Energy Demand [TWh],Transportation,EU27,H2,2045,78.40544033202191
Final Energy Demand [TWh],Transportation,EU27,H2,2050,122.23900247327023
Final Energy Demand [TWh],Transportation,EU27,Oil,2018,2462.8116732752337
Final Energy Demand [TWh],Transportation,EU27,Oil,2025,2221.0629499832257
Final Energy Demand [TWh],Transportation,EU27,Oil,2030,1212.9132490662982
Final Energy Demand [TWh],Transportation,EU27,Oil,2035,525.6123991594618
Final Energy Demand [TWh],Transportation,EU27,Oil,2040,215.7722742560231
Final Energy Demand [TWh],Transportation,EU27,Oil,2045,67.64896263974974
Final Energy Demand [TWh],Transportation,EU27,Oil,2050,46.502953398343166
Final Energy Demand [TWh],Transportation,EU27,Power,2018,56.30446755190861
Final Energy Demand [TWh],Transportation,EU27,Power,2025,94.49116539940952
Final Energy Demand [TWh],Transportation,EU27,Power,2030,266.3799688682469
Final Energy Demand [TWh],Transportation,EU27,Power,2035,368.29901615960205
Final Energy Demand [TWh],Transportation,EU27,Power,2040,411.629218067259
Final Energy Demand [TWh],Transportation,EU27,Power,2045,374.3487807798695
Final Energy Demand [TWh],Transportation,EU27,Power,2050,309.4778098008008
Final Energy Demand [TWh],Transportation,EU27,Biofuel,2045,1.612880339084888
Final Energy Demand [TWh],Transportation,EU27,Biofuel,2050,1.6619209335789562
Final Energy Demand [TWh],CHP,EU27,Hardcoal,2018,18.816595370892095
Final Energy Demand [TWh],CHP,EU27,Hardcoal,2025,54.77317101534399
Final Energy Demand [TWh],CHP,EU27,Gas_Natural,2018,222.88217802284282
Final Energy Demand [TWh],CHP,EU27,Lignite,2018,22.914256970518306
Final Energy Demand [TWh],CHP,EU27,Lignite,2025,19.980273219899416
Final Energy Demand [TWh],Exogenous,Total,Power,2018,1123.8883208121938
Final Energy Demand [TWh],Exogenous,Total,Power,2025,1090.5077137957549
Final Energy Demand [TWh],Exogenous,Total,Power,2030,1068.6975595198373
Final Energy Demand [TWh],Exogenous,Total,Power,2035,1047.2145575580603
Final Energy Demand [TWh],Exogenous,Total,Power,2040,1026.0543458795657
Final Energy Demand [TWh],Exogenous,Total,Power,2045,1005.2126169788914
Final Energy Demand [TWh],Exogenous,Total,Power,2050,984.6851172216337
Final Energy Demand [TWh],Exogenous,EU27,Power,2018,1123.8883208121938
Final Energy Demand [TWh],Exogenous,EU27,Power,2025,1090.5077137957549
Final Energy Demand [TWh],Exogenous,EU27,Power,2030,1068.6975595198373
Final Energy Demand [TWh],Exogenous,EU27,Power,2035,1047.2145575580603
Final Energy Demand [TWh],Exogenous,EU27,Power,2040,1026.0543458795657
Final Energy Demand [TWh],Exogenous,EU27,Power,2045,1005.2126169788914
Final Energy Demand [TWh],Exogenous,EU27,Power,2050,984.6851172216337
Final Energy Demand [TWh],Total,Total,Area_Rooftop_Commercial,2018,1300.955516018037
Final Energy Demand [TWh],Total,Total,Area_Rooftop_Commercial,2025,1262.3158362367892
Final Energy Demand [TWh],Total,Total,Area_Rooftop_Commercial,2030,1237.069519512051
Final Energy Demand [TWh],Total,Total,Area_Rooftop_Commercial,2035,1212.2018975381857
Final Energy Demand [TWh],Total,Total,Area_Rooftop_Commercial,2040,1187.7079210518452
Final Energy Demand [TWh],Total,Total,Area_Rooftop_Commercial,2045,1163.5826039054841
Final Energy Demand [TWh],Total,Total,Area_Rooftop_Commercial,2050,1139.8210223099359
Final Energy Demand [TWh],Total,Total,Area_Rooftop_Residential,2018,1300.955516018037
Final Energy Demand [TWh],Total,Total,Area_Rooftop_Residential,2025,1262.3158362367892
Final Energy Demand [TWh],Total,Total,Area_Rooftop_Residential,2030,1237.069519512051
Final Energy Demand [TWh],Total,Total,Area_Rooftop_Residential,2035,1212.2018975381857
Final Energy Demand [TWh],Total,Total,Area_Rooftop_Residential,2040,1187.7079210518452
Final Energy Demand [TWh],Total,Total,Area_Rooftop_Residential,2045,1163.5826039054841
Final Energy Demand [TWh],Total,Total,Area_Rooftop_Residential,2050,1139.8210223099359
Final Energy Demand [TWh],Total,Total,Biomass,2018,1484.1648652940573
Final Energy Demand [TWh],Total,Total,Biomass,2025,1680.575260649031
Final Energy Demand [TWh],Total,Total,Biomass,2030,1684.156841212051
Final Energy Demand [TWh],Total,Total,Biomass,2035,1639.2873026819318
Final Energy Demand [TWh],Total,Total,Biomass,2040,1501.0279815127035
Final Energy Demand [TWh],Total,Total,Biomass,2045,1587.3836672668958
Final Energy Demand [TWh],Total,Total,Biomass,2050,1531.9947073980766
Final Energy Demand [TWh],Total,Total,Hardcoal,2018,3177.352680815145
Final Energy Demand [TWh],Total,Total,Hardcoal,2025,2852.2268166243684
Final Energy Demand [TWh],Total,Total,Hardcoal,2030,2590.4532885665667
Final Energy Demand [TWh],Total,Total,Hardcoal,2035,2305.5638426049727
Final Energy Demand [TWh],Total,Total,Hardcoal,2040,1957.2970310539229
Final Energy Demand [TWh],Total,Total,Hardcoal,2045,1183.0547628980341
Final Energy Demand [TWh],Total,Total,Hardcoal,2050,1156.117961227436
Final Energy Demand [TWh],Total,Total,H2,2018,1300.955516018037
Final Energy Demand [TWh],Total,Total,H2,2025,1262.3158362367892
Final Energy Demand [TWh],Total,Total,H2,2030,1239.105455376555
Final Energy Demand [TWh],Total,Total,H2,2035,1262.7293599052841
Final Energy Demand [TWh],Total,Total,H2,2040,1391.1119936799153
Final Energy Demand [TWh],Total,Total,H2,2045,1355.4504736612566
Final Energy Demand [TWh],Total,Total,H2,2050,1528.3904060078323
Final Energy Demand [TWh],Total,Total,Gas_Natural,2018,5345.369971772319
Final Energy Demand [TWh],Total,Total,Gas_Natural,2025,4318.927556932052
Final Energy Demand [TWh],Total,Total,Gas_Natural,2030,4198.200787173064
Final Energy Demand [TWh],Total,Total,Gas_Natural,2035,4296.03128262487
Final Energy Demand [TWh],Total,Total,Gas_Natural,2040,3905.114004926215
Final Energy Demand [TWh],Total,Total,Gas_Natural,2045,2783.4349920323716
Final Energy Demand [TWh],Total,Total,Gas_Natural,2050,1299.6308390314098
Final Energy Demand [TWh],Total,Total,Nuclear,2018,2547.699722596959
Final Energy Demand [TWh],Total,Total,Nuclear,2025,2394.9605789184407
Final Energy Demand [TWh],Total,Total,Nuclear,2030,2020.9323154749356
Final Energy Demand [TWh],Total,Total,Nuclear,2035,1602.8478012743012
Final Energy Demand [TWh],Total,Total,Nuclear,2040,1341.727158220821
Final Energy Demand [TWh],Total,Total,Nuclear,2045,1267.2101109477417
Final Energy Demand [TWh],Total,Total,Nuclear,2050,1148.5556373172533
Final Energy Demand [TWh],Total,Total,Oil,2018,3764.516570023588
Final Energy Demand [TWh],Total,Total,Oil,2025,3485.3653650197884
Final Energy Demand [TWh],Total,Total,Oil,2030,2455.5411173214325
Final Energy Demand [TWh],Total,Total,Oil,2035,1750.460145426671
Final Energy Demand [TWh],Total,Total,Oil,2040,1409.0823163860962
Final Energy Demand [TWh],Total,Total,Oil,2045,1231.2315665452338
Final Energy Demand [TWh],Total,Total,Oil,2050,1186.323975708279
Final Energy Demand [TWh],Total,Total,Power,2018,1418.9010256194777
Final Energy Demand [TWh],Total,Total,Power,2025,1697.7564987482656
Final Energy Demand [TWh],Total,Total,Power,2030,1899.8523735429217
Final Energy Demand [TWh],Total,Total,Power,2035,2071.024864150141
Final Energy Demand [TWh],Total,Total,Power,2040,2286.4515090637287
Final Energy Demand [TWh],Total,Total,Power,2045,2467.9583836619063
Final Energy Demand [TWh],Total,Total,Power,2050,2345.897200150959
Final Energy Demand [TWh],Total,Total,Mobility_Freight,2018,1300.955516018037
Final Energy Demand [TWh],Total,Total,Mobility_Freight,2025,1262.3158362367892
Final Energy Demand [TWh],Total,Total,Mobility_Freight,2030,1237.069519512051
Final Energy Demand [TWh],Total,Total,Mobility_Freight,2035,1212.2018975381857
Final Energy Demand [TWh],Total,Total,Mobility_Freight,2040,1187.7079210518452
Final Energy Demand [TWh],Total,Total,Mobility_Freight,2045,1163.5826039054841
Final Energy Demand [TWh],Total,Total,Mobility_Freight,2050,1139.8210223099359
Final Energy Demand [TWh],Total,Total,Mobility_Passenger,2018,1300.955516018037
Final Energy Demand [TWh],Total,Total,Mobility_Passenger,2025,1262.3158362367892
Final Energy Demand [TWh],Total,Total,Mobility_Passenger,2030,1237.069519512051
Final Energy Demand [TWh],Total,Total,Mobility_Passenger,2035,1212.2018975381857
Final Energy Demand [TWh],Total,Total,Mobility_Passenger,2040,1187.7079210518452
Final Energy Demand [TWh],Total,Total,Mobility_Passenger,2045,1163.5826039054841
Final Energy Demand [TWh],Total,Total,Mobility_Passenger,2050,1139.8210223099359
Final Energy Demand [TWh],Total,Total,Lignite,2018,1514.8984863305845
Final Energy Demand [TWh],Total,Total,Lignite,2025,1406.0029984628425
Final Energy Demand [TWh],Total,Total,Lignite,2030,1294.9046278269525
Final Energy Demand [TWh],Total,Total,Lignite,2035,1212.2728060217335
Final Energy Demand [TWh],Total,Total,Lignite,2040,1187.711491572226
Final Energy Demand [TWh],Total,Total,Lignite,2045,1163.5826039054841
Final Energy Demand [TWh],Total,Total,Lignite,2050,1139.8210223099359
Final Energy Demand [TWh],Total,Total,Gas_Bio,2018,1300.955516018037
Final Energy Demand [TWh],Total,Total,Gas_Bio,2025,1262.3158362367892
Final Energy Demand [TWh],Total,Total,Gas_Bio,2030,1237.069519512051
Final Energy Demand [TWh],Total,Total,Gas_Bio,2035,1212.2018975381857
Final Energy Demand [TWh],Total,Total,Gas_Bio,2040,1187.7079210518452
Final Energy Demand [TWh],Total,Total,Gas_Bio,2045,1163.5826039054841
Final Energy Demand [TWh],Total,Total,Gas_Bio,2050,1139.8210223099359
Final Energy Demand [TWh],Total,Total,Gas_Synth,2018,1300.955516018037
Final Energy Demand [TWh],Total,Total,Gas_Synth,2025,1262.3158362367892
Final Energy Demand [TWh],Total,Total,Gas_Synth,2030,1237.069519512051
Final Energy Demand [TWh],Total,Total,Gas_Synth,2035,1212.2018975381857
Final Energy Demand [TWh],Total,Total,Gas_Synth,2040,1195.2321559317204
Final Energy Demand [TWh],Total,Total,Gas_Synth,2045,1196.2426990684996
Final Energy Demand [TWh],Total,Total,Gas_Synth,2050,2271.331090359046
Final Energy Demand [TWh],Total,Total,Heat_Low_Residential,2018,1300.955516018037
Final Energy Demand [TWh],Total,Total,Heat_Low_Residential,2025,1262.3158362367892
Final Energy Demand [TWh],Total,Total,Heat_Low_Residential,2030,1237.069519512051
Final Energy Demand [TWh],Total,Total,Heat_Low_Residential,2035,1212.2018975381857
Final Energy Demand [TWh],Total,Total,Heat_Low_Residential,2040,1187.7079210518452
Final Energy Demand [TWh],Total,Total,Heat_Low_Residential,2045,1163.5826039054841
Final Energy Demand [TWh],Total,Total,Heat_Low_Residential,2050,1139.8210223099359
Final Energy Demand [TWh],Total,Total,Heat_Low_Industrial,2018,1300.955516018037
Final Energy Demand [TWh],Total,Total,Heat_Low_Industrial,2025,1262.3158362367892
Final Energy Demand [TWh],Total,Total,Heat_Low_Industrial,2030,1237.069519512051
Final Energy Demand [TWh],Total,Total,Heat_Low_Industrial,2035,1212.2018975381857
Final Energy Demand [TWh],Total,Total,Heat_Low_Industrial,2040,1187.7079210518452
Final Energy Demand [TWh],Total,Total,Heat_Low_Industrial,2045,1163.5826039054841
Final Energy Demand [TWh],Total,Total,Heat_Low_Industrial,2050,1139.8210223099359
Final Energy Demand [TWh],Total,Total,Heat_Medium_Industrial,2018,1300.955516018037
Final Energy Demand [TWh],Total,Total,Heat_Medium_Industrial,2025,1262.3158362367892
Final Energy Demand [TWh],Total,Total,Heat_Medium_Industrial,2030,1237.069519512051
Final Energy Demand [TWh],Total,Total,Heat_Medium_Industrial,2035,1212.2018975381857
Final Energy Demand [TWh],Total,Total,Heat_Medium_Industrial,2040,1187.7079210518452
Final Energy Demand [TWh],Total,Total,Heat_Medium_Industrial,2045,1163.5826039054841
Final Energy Demand [TWh],Total,Total,Heat_Medium_Industrial,2050,1139.8210223099359
Final Energy Demand [TWh],Total,Total,Heat_High_Industrial,2018,1300.955516018037
Final Energy Demand [TWh],Total,Total,Heat_High_Industrial,2025,1262.3158362367892
Final Energy Demand [TWh],Total,Total,Heat_High_Industrial,2030,1237.069519512051
Final Energy Demand [TWh],Total,Total,Heat_High_Industrial,2035,1212.2018975381857
Final Energy Demand [TWh],Total,Total,Heat_High_Industrial,2040,1187.7079210518452
Final Energy Demand [TWh],Total,Total,Heat_High_Industrial,2045,1163.5826039054841
Final Energy Demand [TWh],Total,Total,Heat_High_Industrial,2050,1139.8210223099359
Final Energy Demand [TWh],Total,Total,Biofuel,2018,1300.955516018037
Final Energy Demand [TWh],Total,Total,Biofuel,2025,1262.3158362367892
Final Energy Demand [TWh],Total,Total,Biofuel,2030,1237.069519512051
Final Energy Demand [TWh],Total,Total,Biofuel,2035,1212.2018975381857
Final Energy Demand [TWh],Total,Total,Biofuel,2040,1187.7079210518452
Final Energy Demand [TWh],Total,Total,Biofuel,2045,1165.1954842445691
Final Energy Demand [TWh],Total,Total,Biofuel,2050,1141.482943243515
Final Energy Demand [TWh],Total,Total,Powerfuel,2018,1300.955516018037
Final Energy Demand [TWh],Total,Total,Powerfuel,2025,1262.3158362367892
Final Energy Demand [TWh],Total,Total,Powerfuel,2030,1237.069519512051
Final Energy Demand [TWh],Total,Total,Powerfuel,2035,1212.2018975381857
Final Energy Demand [TWh],Total,Total,Powerfuel,2040,1187.7079210518452
Final Energy Demand [TWh],Total,Total,Powerfuel,2045,1163.5826039054841
Final Energy Demand [TWh],Total,Total,Powerfuel,2050,1139.8210223099359
Final Energy Demand [TWh],Total,Total,LNG,2018,1300.955516018037
Final Energy Demand [TWh],Total,Total,LNG,2025,1262.3158362367892
Final Energy Demand [TWh],Total,Total,LNG,2030,1237.069519512051
Final Energy Demand [TWh],Total,Total,LNG,2035,1212.2018975381857
Final Energy Demand [TWh],Total,Total,LNG,2040,1187.7079210518452
Final Energy Demand [TWh],Total,Total,LNG,2045,1163.5826039054841
Final Energy Demand [TWh],Total,Total,LNG,2050,1139.8210223099359
Final Energy Demand [TWh],Total,Total,LBG,2018,1300.955516018037
Final Energy Demand [TWh],Total,Total,LBG,2025,1262.3158362367892
