Type,Sector,Region,Fuel,Year,Value
Electricity Mix [%],Power,Gondor,Heat_High_Industrial,2018,NaN
Electricity Mix [%],Power,Gondor,Heat_High_Industrial,2025,NaN
Electricity Mix [%],Power,Gondor,Heat_High_Industrial,2030,NaN
Electricity Mix [%],Power,Gondor,Heat_High_Industrial,2035,NaN
Electricity Mix [%],Power,Gondor,Heat_High_Industrial,2040,NaN
Electricity Mix [%],Power,Gondor,Biofuel,2018,NaN
Electricity Mix [%],Power,Gondor,Biofuel,2025,NaN
Electricity Mix [%],Power,Gondor,Biofuel,2030,NaN
Electricity Mix [%],Power,Gondor,Biofuel,2035,NaN
Electricity Mix [%],Power,Gondor,Biofuel,2040,NaN
Electricity Mix [%],Power,Gondor,Powerfuel,2018,NaN
Electricity Mix [%],Power,Gondor,Powerfuel,2025,NaN
Electricity Mix [%],Power,Gondor,Powerfuel,2030,NaN
Electricity Mix [%],Power,Gondor,Powerfuel,2035,NaN
Electricity Mix [%],Power,Gondor,Powerfuel,2040,NaN
Electricity Mix [%],Power,Gondor,LNG,2018,NaN
Electricity Mix [%],Power,Gondor,LNG,2025,NaN
Electricity Mix [%],Power,Gondor,LNG,2030,NaN
Electricity Mix [%],Power,Gondor,LNG,2035,NaN
Electricity Mix [%],Power,Gondor,LNG,2040,NaN
Electricity Mix [%],Power,Gondor,LBG,2018,NaN
Electricity Mix [%],Power,Gondor,LBG,2025,NaN
Electricity Mix [%],Power,Gondor,LBG,2030,NaN
Electricity Mix [%],Power,Gondor,LBG,2035,NaN
Electricity Mix [%],Power,Gondor,LBG,2040,NaN
Electricity Mix [%],Power,Gondor,LSG,2018,NaN
Electricity Mix [%],Power,Gondor,LSG,2025,NaN
Electricity Mix [%],Power,Gondor,LSG,2030,NaN
Electricity Mix [%],Power,Gondor,LSG,2035,NaN
Electricity Mix [%],Power,Gondor,LSG,2040,NaN
Electricity Mix [%],Power,Gondor,LH2,2018,NaN
Electricity Mix [%],Power,Gondor,LH2,2025,NaN
Electricity Mix [%],Power,Gondor,LH2,2030,NaN
Electricity Mix [%],Power,Gondor,LH2,2035,NaN
Electricity Mix [%],Power,Gondor,LH2,2040,NaN
Electricity Mix [%],Power,Gondor,Air,2018,NaN
Electricity Mix [%],Power,Gondor,Air,2025,NaN
Electricity Mix [%],Power,Gondor,Air,2030,NaN
Electricity Mix [%],Power,Gondor,Air,2035,NaN
Electricity Mix [%],Power,Gondor,Air,2040,NaN
Electricity Mix [%],Power,Gondor,DAC_Dummy,2018,NaN
Electricity Mix [%],Power,Gondor,DAC_Dummy,2025,NaN
Electricity Mix [%],Power,Gondor,DAC_Dummy,2030,NaN
Electricity Mix [%],Power,Gondor,DAC_Dummy,2035,NaN
Electricity Mix [%],Power,Gondor,DAC_Dummy,2040,NaN
Electricity Mix [%],Power,Gondor,ETS,2018,NaN
Electricity Mix [%],Power,Gondor,ETS,2025,NaN
Electricity Mix [%],Power,Gondor,ETS,2030,NaN
Electricity Mix [%],Power,Gondor,ETS,2035,NaN
Electricity Mix [%],Power,Gondor,ETS,2040,NaN
Electricity Mix [%],Power,Gondor,ETS_Source,2018,NaN
Electricity Mix [%],Power,Gondor,ETS_Source,2025,NaN
Electricity Mix [%],Power,Gondor,ETS_Source,2030,NaN
Electricity Mix [%],Power,Gondor,ETS_Source,2035,NaN
Electricity Mix [%],Power,Gondor,ETS_Source,2040,NaN
Electricity Mix [%],Power,Gondor,Heat_District,2018,NaN
Electricity Mix [%],Power,Gondor,Heat_District,2025,NaN
Electricity Mix [%],Power,Gondor,Heat_District,2030,NaN
Electricity Mix [%],Power,Gondor,Heat_District,2035,NaN
Electricity Mix [%],Power,Gondor,Heat_District,2040,NaN
Electricity Mix [%],Power,Rohan,Area_Rooftop_Commercial,2018,NaN
Electricity Mix [%],Power,Rohan,Area_Rooftop_Commercial,2025,NaN
Electricity Mix [%],Power,Rohan,Area_Rooftop_Commercial,2030,NaN
Electricity Mix [%],Power,Rohan,Area_Rooftop_Commercial,2035,NaN
Electricity Mix [%],Power,Rohan,Area_Rooftop_Commercial,2040,NaN
Electricity Mix [%],Power,Rohan,Area_Rooftop_Residential,2018,NaN
Electricity Mix [%],Power,Rohan,Area_Rooftop_Residential,2025,NaN
Electricity Mix [%],Power,Rohan,Area_Rooftop_Residential,2030,NaN
Electricity Mix [%],Power,Rohan,Area_Rooftop_Residential,2035,NaN
Electricity Mix [%],Power,Rohan,Area_Rooftop_Residential,2040,NaN
Electricity Mix [%],Power,Rohan,Biomass,2018,NaN
Electricity Mix [%],Power,Rohan,Biomass,2025,NaN
Electricity Mix [%],Power,Rohan,Biomass,2030,NaN
Electricity Mix [%],Power,Rohan,Biomass,2035,NaN
Electricity Mix [%],Power,Rohan,Biomass,2040,NaN
Electricity Mix [%],Power,Rohan,Hardcoal,2018,Inf
Electricity Mix [%],Power,Rohan,Hardcoal,2025,Inf
Electricity Mix [%],Power,Rohan,Hardcoal,2030,Inf
Electricity Mix [%],Power,Rohan,Hardcoal,2035,Inf
Electricity Mix [%],Power,Rohan,Hardcoal,2040,Inf
Electricity Mix [%],Power,Rohan,H2,2018,NaN
Electricity Mix [%],Power,Rohan,H2,2025,NaN
Electricity Mix [%],Power,Rohan,H2,2030,NaN
Electricity Mix [%],Power,Rohan,H2,2035,NaN
Electricity Mix [%],Power,Rohan,H2,2040,NaN
Electricity Mix [%],Power,Rohan,Gas_Natural,2018,Inf
Electricity Mix [%],Power,Rohan,Gas_Natural,2025,Inf
Electricity Mix [%],Power,Rohan,Gas_Natural,2030,Inf
Electricity Mix [%],Power,Rohan,Gas_Natural,2035,Inf
Electricity Mix [%],Power,Rohan,Gas_Natural,2040,Inf
Electricity Mix [%],Power,Rohan,Gas_Natural,2045,0.017005768293576157
Electricity Mix [%],Power,Rohan,Nuclear,2018,Inf
Electricity Mix [%],Power,Rohan,Nuclear,2025,Inf
Electricity Mix [%],Power,Rohan,Nuclear,2030,Inf
Electricity Mix [%],Power,Rohan,Nuclear,2035,Inf
Electricity Mix [%],Power,Rohan,Nuclear,2040,Inf
Electricity Mix [%],Power,Rohan,Nuclear,2045,0.049988413067118015
Electricity Mix [%],Power,Rohan,Oil,2018,NaN
Electricity Mix [%],Power,Rohan,Oil,2025,NaN
Electricity Mix [%],Power,Rohan,Oil,2030,NaN
Electricity Mix [%],Power,Rohan,Oil,2035,NaN
Electricity Mix [%],Power,Rohan,Oil,2040,NaN
Electricity Mix [%],Power,Rohan,Power,2018,NaN
Electricity Mix [%],Power,Rohan,Power,2025,NaN
Electricity Mix [%],Power,Rohan,Power,2030,NaN
Electricity Mix [%],Power,Rohan,Power,2035,NaN
Electricity Mix [%],Power,Rohan,Power,2040,NaN
Electricity Mix [%],Power,Rohan,Mobility_Freight,2018,NaN
Electricity Mix [%],Power,Rohan,Mobility_Freight,2025,NaN
Electricity Mix [%],Power,Rohan,Mobility_Freight,2030,NaN
Electricity Mix [%],Power,Rohan,Mobility_Freight,2035,NaN
Electricity Mix [%],Power,Rohan,Mobility_Freight,2040,NaN
Electricity Mix [%],Power,Rohan,Mobility_Passenger,2018,NaN
Electricity Mix [%],Power,Rohan,Mobility_Passenger,2025,NaN
Electricity Mix [%],Power,Rohan,Mobility_Passenger,2030,NaN
Electricity Mix [%],Power,Rohan,Mobility_Passenger,2035,NaN
Electricity Mix [%],Power,Rohan,Mobility_Passenger,2040,NaN
Electricity Mix [%],Power,Rohan,Lignite,2018,NaN
Electricity Mix [%],Power,Rohan,Lignite,2025,NaN
Electricity Mix [%],Power,Rohan,Lignite,2030,NaN
Electricity Mix [%],Power,Rohan,Lignite,2035,NaN
Electricity Mix [%],Power,Rohan,Lignite,2040,NaN
Electricity Mix [%],Power,Rohan,Gas_Bio,2018,NaN
Electricity Mix [%],Power,Rohan,Gas_Bio,2025,NaN
Electricity Mix [%],Power,Rohan,Gas_Bio,2030,NaN
Electricity Mix [%],Power,Rohan,Gas_Bio,2035,NaN
Electricity Mix [%],Power,Rohan,Gas_Bio,2040,NaN
Electricity Mix [%],Power,Rohan,Gas_Synth,2018,NaN
Electricity Mix [%],Power,Rohan,Gas_Synth,2025,NaN
Electricity Mix [%],Power,Rohan,Gas_Synth,2030,NaN
Electricity Mix [%],Power,Rohan,Gas_Synth,2035,NaN
Electricity Mix [%],Power,Rohan,Gas_Synth,2040,NaN
Electricity Mix [%],Power,Rohan,Gas_Synth,2050,0.013095065447233692
Electricity Mix [%],Power,Rohan,Heat_Low_Residential,2018,NaN
Electricity Mix [%],Power,Rohan,Heat_Low_Residential,2025,NaN
Electricity Mix [%],Power,Rohan,Heat_Low_Residential,2030,NaN
Electricity Mix [%],Power,Rohan,Heat_Low_Residential,2035,NaN
Electricity Mix [%],Power,Rohan,Heat_Low_Residential,2040,NaN
Electricity Mix [%],Power,Rohan,Heat_Low_Industrial,2018,NaN
Electricity Mix [%],Power,Rohan,Heat_Low_Industrial,2025,NaN
Electricity Mix [%],Power,Rohan,Heat_Low_Industrial,2030,NaN
Electricity Mix [%],Power,Rohan,Heat_Low_Industrial,2035,NaN
Electricity Mix [%],Power,Rohan,Heat_Low_Industrial,2040,NaN
Electricity Mix [%],Power,Rohan,Heat_Medium_Industrial,2018,NaN
Electricity Mix [%],Power,Rohan,Heat_Medium_Industrial,2025,NaN
Electricity Mix [%],Power,Rohan,Heat_Medium_Industrial,2030,NaN
Electricity Mix [%],Power,Rohan,Heat_Medium_Industrial,2035,NaN
Electricity Mix [%],Power,Rohan,Heat_Medium_Industrial,2040,NaN
Electricity Mix [%],Power,Rohan,Heat_High_Industrial,2018,NaN
Electricity Mix [%],Power,Rohan,Heat_High_Industrial,2025,NaN
Electricity Mix [%],Power,Rohan,Heat_High_Industrial,2030,NaN
Electricity Mix [%],Power,Rohan,Heat_High_Industrial,2035,NaN
Electricity Mix [%],Power,Rohan,Heat_High_Industrial,2040,NaN
Electricity Mix [%],Power,Rohan,Biofuel,2018,NaN
Electricity Mix [%],Power,Rohan,Biofuel,2025,NaN
Electricity Mix [%],Power,Rohan,Biofuel,2030,NaN
Electricity Mix [%],Power,Rohan,Biofuel,2035,NaN
Electricity Mix [%],Power,Rohan,Biofuel,2040,NaN
Electricity Mix [%],Power,Rohan,Powerfuel,2018,NaN
Electricity Mix [%],Power,Rohan,Powerfuel,2025,NaN
Electricity Mix [%],Power,Rohan,Powerfuel,2030,NaN
Electricity Mix [%],Power,Rohan,Powerfuel,2035,NaN
Electricity Mix [%],Power,Rohan,Powerfuel,2040,NaN
Electricity Mix [%],Power,Rohan,LNG,2018,NaN
Electricity Mix [%],Power,Rohan,LNG,2025,NaN
Electricity Mix [%],Power,Rohan,LNG,2030,NaN
Electricity Mix [%],Power,Rohan,LNG,2035,NaN
Electricity Mix [%],Power,Rohan,LNG,2040,NaN
Electricity Mix [%],Power,Rohan,LBG,2018,NaN
Electricity Mix [%],Power,Rohan,LBG,2025,NaN
Electricity Mix [%],Power,Rohan,LBG,2030,NaN
Electricity Mix [%],Power,Rohan,LBG,2035,NaN
Electricity Mix [%],Power,Rohan,LBG,2040,NaN
Electricity Mix [%],Power,Rohan,LSG,2018,NaN
Electricity Mix [%],Power,Rohan,LSG,2025,NaN
Electricity Mix [%],Power,Rohan,LSG,2030,NaN
Electricity Mix [%],Power,Rohan,LSG,2035,NaN
Electricity Mix [%],Power,Rohan,LSG,2040,NaN
Electricity Mix [%],Power,Rohan,LH2,2018,NaN
Electricity Mix [%],Power,Rohan,LH2,2025,NaN
Electricity Mix [%],Power,Rohan,LH2,2030,NaN
Electricity Mix [%],Power,Rohan,LH2,2035,NaN
Electricity Mix [%],Power,Rohan,LH2,2040,NaN
Electricity Mix [%],Power,Rohan,Air,2018,NaN
Electricity Mix [%],Power,Rohan,Air,2025,NaN
Electricity Mix [%],Power,Rohan,Air,2030,NaN
Electricity Mix [%],Power,Rohan,Air,2035,NaN
Electricity Mix [%],Power,Rohan,Air,2040,NaN
Electricity Mix [%],Power,Rohan,DAC_Dummy,2018,NaN
Electricity Mix [%],Power,Rohan,DAC_Dummy,2025,NaN
Electricity Mix [%],Power,Rohan,DAC_Dummy,2030,NaN
Electricity Mix [%],Power,Rohan,DAC_Dummy,2035,NaN
Electricity Mix [%],Power,Rohan,DAC_Dummy,2040,NaN
Electricity Mix [%],Power,Rohan,ETS,2018,NaN
Electricity Mix [%],Power,Rohan,ETS,2025,NaN
Electricity Mix [%],Power,Rohan,ETS,2030,NaN
Electricity Mix [%],Power,Rohan,ETS,2035,NaN
Electricity Mix [%],Power,Rohan,ETS,2040,NaN
Electricity Mix [%],Power,Rohan,ETS_Source,2018,NaN
Electricity Mix [%],Power,Rohan,ETS_Source,2025,NaN
Electricity Mix [%],Power,Rohan,ETS_Source,2030,NaN
Electricity Mix [%],Power,Rohan,ETS_Source,2035,NaN
Electricity Mix [%],Power,Rohan,ETS_Source,2040,NaN
Electricity Mix [%],Power,Rohan,Heat_District,2018,NaN
Electricity Mix [%],Power,Rohan,Heat_District,2025,NaN
Electricity Mix [%],Power,Rohan,Heat_District,2030,NaN
Electricity Mix [%],Power,Rohan,Heat_District,2035,NaN
Electricity Mix [%],Power,Rohan,Heat_District,2040,NaN
Electricity Mix [%],Power,Harad,Area_Rooftop_Commercial,2018,NaN
Electricity Mix [%],Power,Harad,Area_Rooftop_Commercial,2025,NaN
Electricity Mix [%],Power,Harad,Area_Rooftop_Commercial,2030,NaN
Electricity Mix [%],Power,Harad,Area_Rooftop_Commercial,2035,NaN
Electricity Mix [%],Power,Harad,Area_Rooftop_Commercial,2040,NaN
Electricity Mix [%],Power,Harad,Area_Rooftop_Commercial,2050,0.39795472602226534
Electricity Mix [%],Power,Harad,Area_Rooftop_Residential,2018,NaN
Electricity Mix [%],Power,Harad,Area_Rooftop_Residential,2025,NaN
Electricity Mix [%],Power,Harad,Area_Rooftop_Residential,2030,NaN
Electricity Mix [%],Power,Harad,Area_Rooftop_Residential,2035,NaN
Electricity Mix [%],Power,Harad,Area_Rooftop_Residential,2040,NaN
Electricity Mix [%],Power,Harad,Biomass,2018,NaN
Electricity Mix [%],Power,Harad,Biomass,2025,NaN
Electricity Mix [%],Power,Harad,Biomass,2030,NaN
Electricity Mix [%],Power,Harad,Biomass,2035,NaN
Electricity Mix [%],Power,Harad,Biomass,2040,NaN
Electricity Mix [%],Power,Harad,Hardcoal,2018,Inf
Electricity Mix [%],Power,Harad,Hardcoal,2025,Inf
Electricity Mix [%],Power,Harad,Hardcoal,2030,Inf
Electricity Mix [%],Power,Harad,Hardcoal,2035,Inf
Electricity Mix [%],Power,Harad,Hardcoal,2040,Inf
Electricity Mix [%],Power,Harad,H2,2018,NaN
Electricity Mix [%],Power,Harad,H2,2025,NaN
Electricity Mix [%],Power,Harad,H2,2030,NaN
Electricity Mix [%],Power,Harad,H2,2035,NaN
Electricity Mix [%],Power,Harad,H2,2040,NaN
Electricity Mix [%],Power,Harad,Gas_Natural,2018,Inf
Electricity Mix [%],Power,Harad,Gas_Natural,2025,Inf
Electricity Mix [%],Power,Harad,Gas_Natural,2030,Inf
Electricity Mix [%],Power,Harad,Gas_Natural,2035,Inf
Electricity Mix [%],Power,Harad,Gas_Natural,2040,Inf
Electricity Mix [%],Power,Harad,Gas_Natural,2045,0.29134907876880767
Electricity Mix [%],Power,Harad,Nuclear,2018,NaN
Electricity Mix [%],Power,Harad,Nuclear,2025,NaN
Electricity Mix [%],Power,Harad,Nuclear,2030,NaN
Electricity Mix [%],Power,Harad,Nuclear,2035,NaN
Electricity Mix [%],Power,Harad,Nuclear,2040,NaN
Electricity Mix [%],Power,Harad,Oil,2018,NaN
Electricity Mix [%],Power,Harad,Oil,2025,NaN
Electricity Mix [%],Power,Harad,Oil,2030,NaN
Electricity Mix [%],Power,Harad,Oil,2035,NaN
Electricity Mix [%],Power,Harad,Oil,2040,NaN
Electricity Mix [%],Power,Harad,Power,2018,NaN
Electricity Mix [%],Power,Harad,Power,2025,NaN
Electricity Mix [%],Power,Harad,Power,2030,NaN
Electricity Mix [%],Power,Harad,Power,2035,NaN
Electricity Mix [%],Power,Harad,Power,2040,NaN
Electricity Mix [%],Power,Harad,Mobility_Freight,2018,NaN
Electricity Mix [%],Power,Harad,Mobility_Freight,2025,NaN
Electricity Mix [%],Power,Harad,Mobility_Freight,2030,NaN
Electricity Mix [%],Power,Harad,Mobility_Freight,2035,NaN
Electricity Mix [%],Power,Harad,Mobility_Freight,2040,NaN
Electricity Mix [%],Power,Harad,Mobility_Passenger,2018,NaN
Electricity Mix [%],Power,Harad,Mobility_Passenger,2025,NaN
Electricity Mix [%],Power,Harad,Mobility_Passenger,2030,NaN
Electricity Mix [%],Power,Harad,Mobility_Passenger,2035,NaN
Electricity Mix [%],Power,Harad,Mobility_Passenger,2040,NaN
Electricity Mix [%],Power,Harad,Lignite,2018,NaN
Electricity Mix [%],Power,Harad,Lignite,2025,NaN
Electricity Mix [%],Power,Harad,Lignite,2030,NaN
Electricity Mix [%],Power,Harad,Lignite,2035,NaN
Electricity Mix [%],Power,Harad,Lignite,2040,NaN
Electricity Mix [%],Power,Harad,Gas_Bio,2018,NaN
Electricity Mix [%],Power,Harad,Gas_Bio,2025,NaN
Electricity Mix [%],Power,Harad,Gas_Bio,2030,NaN
Electricity Mix [%],Power,Harad,Gas_Bio,2035,NaN
Electricity Mix [%],Power,Harad,Gas_Bio,2040,NaN
Electricity Mix [%],Power,Harad,Gas_Synth,2018,NaN
Electricity Mix [%],Power,Harad,Gas_Synth,2025,NaN
Electricity Mix [%],Power,Harad,Gas_Synth,2030,NaN
Electricity Mix [%],Power,Harad,Gas_Synth,2035,NaN
Electricity Mix [%],Power,Harad,Gas_Synth,2040,Inf
Electricity Mix [%],Power,Harad,Gas_Synth,2045,0.014704150937545958
Electricity Mix [%],Power,Harad,Gas_Synth,2050,0.27365347787029237
Electricity Mix [%],Power,Harad,Heat_Low_Residential,2018,NaN
Electricity Mix [%],Power,Harad,Heat_Low_Residential,2025,NaN
Electricity Mix [%],Power,Harad,Heat_Low_Residential,2030,NaN
Electricity Mix [%],Power,Harad,Heat_Low_Residential,2035,NaN
Electricity Mix [%],Power,Harad,Heat_Low_Residential,2040,NaN
Electricity Mix [%],Power,Harad,Heat_Low_Industrial,2018,NaN
Electricity Mix [%],Power,Harad,Heat_Low_Industrial,2025,NaN
Electricity Mix [%],Power,Harad,Heat_Low_Industrial,2030,NaN
Electricity Mix [%],Power,Harad,Heat_Low_Industrial,2035,NaN
Electricity Mix [%],Power,Harad,Heat_Low_Industrial,2040,NaN
Electricity Mix [%],Power,Harad,Heat_Medium_Industrial,2018,NaN
Electricity Mix [%],Power,Harad,Heat_Medium_Industrial,2025,NaN
Electricity Mix [%],Power,Harad,Heat_Medium_Industrial,2030,NaN
Electricity Mix [%],Power,Harad,Heat_Medium_Industrial,2035,NaN
Electricity Mix [%],Power,Harad,Heat_Medium_Industrial,2040,NaN
Electricity Mix [%],Power,Harad,Heat_High_Industrial,2018,NaN
Electricity Mix [%],Power,Harad,Heat_High_Industrial,2025,NaN
Electricity Mix [%],Power,Harad,Heat_High_Industrial,2030,NaN
Electricity Mix [%],Power,Harad,Heat_High_Industrial,2035,NaN
Electricity Mix [%],Power,Harad,Heat_High_Industrial,2040,NaN
Electricity Mix [%],Power,Harad,Biofuel,2018,NaN
Electricity Mix [%],Power,Harad,Biofuel,2025,NaN
Electricity Mix [%],Power,Harad,Biofuel,2030,NaN
Electricity Mix [%],Power,Harad,Biofuel,2035,NaN
Electricity Mix [%],Power,Harad,Biofuel,2040,NaN
Electricity Mix [%],Power,Harad,Powerfuel,2018,NaN
Electricity Mix [%],Power,Harad,Powerfuel,2025,NaN
Electricity Mix [%],Power,Harad,Powerfuel,2030,NaN
Electricity Mix [%],Power,Harad,Powerfuel,2035,NaN
Electricity Mix [%],Power,Harad,Powerfuel,2040,NaN
Electricity Mix [%],Power,Harad,LNG,2018,NaN
Electricity Mix [%],Power,Harad,LNG,2025,NaN
Electricity Mix [%],Power,Harad,LNG,2030,NaN
Electricity Mix [%],Power,Harad,LNG,2035,NaN
Electricity Mix [%],Power,Harad,LNG,2040,NaN
Electricity Mix [%],Power,Harad,LBG,2018,NaN
Electricity Mix [%],Power,Harad,LBG,2025,NaN
Electricity Mix [%],Power,Harad,LBG,2030,NaN
Electricity Mix [%],Power,Harad,LBG,2035,NaN
Electricity Mix [%],Power,Harad,LBG,2040,NaN
Electricity Mix [%],Power,Harad,LSG,2018,NaN
Electricity Mix [%],Power,Harad,LSG,2025,NaN
Electricity Mix [%],Power,Harad,LSG,2030,NaN
Electricity Mix [%],Power,Harad,LSG,2035,NaN
Electricity Mix [%],Power,Harad,LSG,2040,NaN
Electricity Mix [%],Power,Harad,LH2,2018,NaN
Electricity Mix [%],Power,Harad,LH2,2025,NaN
Electricity Mix [%],Power,Harad,LH2,2030,NaN
Electricity Mix [%],Power,Harad,LH2,2035,NaN
Electricity Mix [%],Power,Harad,LH2,2040,NaN
Electricity Mix [%],Power,Harad,Air,2018,NaN
Electricity Mix [%],Power,Harad,Air,2025,NaN
Electricity Mix [%],Power,Harad,Air,2030,NaN
Electricity Mix [%],Power,Harad,Air,2035,NaN
Electricity Mix [%],Power,Harad,Air,2040,NaN
Electricity Mix [%],Power,Harad,DAC_Dummy,2018,NaN
Electricity Mix [%],Power,Harad,DAC_Dummy,2025,NaN
Electricity Mix [%],Power,Harad,DAC_Dummy,2030,NaN
Electricity Mix [%],Power,Harad,DAC_Dummy,2035,NaN
Electricity Mix [%],Power,Harad,DAC_Dummy,2040,NaN
Electricity Mix [%],Power,Harad,ETS,2018,NaN
Electricity Mix [%],Power,Harad,ETS,2025,NaN
Electricity Mix [%],Power,Harad,ETS,2030,NaN
Electricity Mix [%],Power,Harad,ETS,2035,NaN
Electricity Mix [%],Power,Harad,ETS,2040,NaN
Electricity Mix [%],Power,Harad,ETS_Source,2018,NaN
Electricity Mix [%],Power,Harad,ETS_Source,2025,NaN
Electricity Mix [%],Power,Harad,ETS_Source,2030,NaN
Electricity Mix [%],Power,Harad,ETS_Source,2035,NaN
Electricity Mix [%],Power,Harad,ETS_Source,2040,NaN
Electricity Mix [%],Power,Harad,Heat_District,2018,NaN
Electricity Mix [%],Power,Harad,Heat_District,2025,NaN
Electricity Mix [%],Power,Harad,Heat_District,2030,NaN
Electricity Mix [%],Power,Harad,Heat_District,2035,NaN
Electricity Mix [%],Power,Harad,Heat_District,2040,NaN
Electricity Mix [%],Power,Mordor,Area_Rooftop_Commercial,2018,NaN
Electricity Mix [%],Power,Mordor,Area_Rooftop_Commercial,2025,NaN
Electricity Mix [%],Power,Mordor,Area_Rooftop_Commercial,2030,NaN
Electricity Mix [%],Power,Mordor,Area_Rooftop_Commercial,2035,NaN
Electricity Mix [%],Power,Mordor,Area_Rooftop_Commercial,2040,NaN
Electricity Mix [%],Power,Mordor,Area_Rooftop_Commercial,2050,0.1479290442863442
Electricity Mix [%],Power,Mordor,Area_Rooftop_Residential,2018,NaN
Electricity Mix [%],Power,Mordor,Area_Rooftop_Residential,2025,NaN
Electricity Mix [%],Power,Mordor,Area_Rooftop_Residential,2030,NaN
Electricity Mix [%],Power,Mordor,Area_Rooftop_Residential,2035,NaN
Electricity Mix [%],Power,Mordor,Area_Rooftop_Residential,2040,NaN
Electricity Mix [%],Power,Mordor,Biomass,2018,NaN
Electricity Mix [%],Power,Mordor,Biomass,2025,NaN
Electricity Mix [%],Power,Mordor,Biomass,2030,NaN
Electricity Mix [%],Power,Mordor,Biomass,2035,NaN
Electricity Mix [%],Power,Mordor,Biomass,2040,NaN
Electricity Mix [%],Power,Mordor,Hardcoal,2018,Inf
Electricity Mix [%],Power,Mordor,Hardcoal,2025,Inf
Electricity Mix [%],Power,Mordor,Hardcoal,2030,Inf
Electricity Mix [%],Power,Mordor,Hardcoal,2035,Inf
Electricity Mix [%],Power,Mordor,Hardcoal,2040,Inf
Electricity Mix [%],Power,Mordor,H2,2018,NaN
Electricity Mix [%],Power,Mordor,H2,2025,NaN
Electricity Mix [%],Power,Mordor,H2,2030,NaN
Electricity Mix [%],Power,Mordor,H2,2035,NaN
Electricity Mix [%],Power,Mordor,H2,2040,NaN
Electricity Mix [%],Power,Mordor,Gas_Natural,2018,Inf
Electricity Mix [%],Power,Mordor,Gas_Natural,2025,Inf
Electricity Mix [%],Power,Mordor,Gas_Natural,2030,Inf
Electricity Mix [%],Power,Mordor,Gas_Natural,2035,Inf
Electricity Mix [%],Power,Mordor,Gas_Natural,2040,Inf
Electricity Mix [%],Power,Mordor,Gas_Natural,2045,0.1057007570118121
Electricity Mix [%],Power,Mordor,Gas_Natural,2050,0.048032538212241016
Electricity Mix [%],Power,Mordor,Nuclear,2018,Inf
Electricity Mix [%],Power,Mordor,Nuclear,2025,Inf
Electricity Mix [%],Power,Mordor,Nuclear,2030,Inf
Electricity Mix [%],Power,Mordor,Nuclear,2035,Inf
Electricity Mix [%],Power,Mordor,Nuclear,2040,Inf
Electricity Mix [%],Power,Mordor,Nuclear,2045,0.014852132904059403
Electricity Mix [%],Power,Mordor,Nuclear,2050,0.009629809458002268
Electricity Mix [%],Power,Mordor,Oil,2018,NaN
Electricity Mix [%],Power,Mordor,Oil,2025,NaN
Electricity Mix [%],Power,Mordor,Oil,2030,NaN
Electricity Mix [%],Power,Mordor,Oil,2035,NaN
Electricity Mix [%],Power,Mordor,Oil,2040,NaN
Electricity Mix [%],Power,Mordor,Power,2018,NaN
Electricity Mix [%],Power,Mordor,Power,2025,NaN
Electricity Mix [%],Power,Mordor,Power,2030,NaN
Electricity Mix [%],Power,Mordor,Power,2035,NaN
Electricity Mix [%],Power,Mordor,Power,2040,NaN
Electricity Mix [%],Power,Mordor,Mobility_Freight,2018,NaN
Electricity Mix [%],Power,Mordor,Mobility_Freight,2025,NaN
Electricity Mix [%],Power,Mordor,Mobility_Freight,2030,NaN
Electricity Mix [%],Power,Mordor,Mobility_Freight,2035,NaN
Electricity Mix [%],Power,Mordor,Mobility_Freight,2040,NaN
Electricity Mix [%],Power,Mordor,Mobility_Passenger,2018,NaN
Electricity Mix [%],Power,Mordor,Mobility_Passenger,2025,NaN
Electricity Mix [%],Power,Mordor,Mobility_Passenger,2030,NaN
Electricity Mix [%],Power,Mordor,Mobility_Passenger,2035,NaN
Electricity Mix [%],Power,Mordor,Mobility_Passenger,2040,NaN
Electricity Mix [%],Power,Mordor,Lignite,2018,Inf
Electricity Mix [%],Power,Mordor,Lignite,2025,Inf
Electricity Mix [%],Power,Mordor,Lignite,2030,Inf
Electricity Mix [%],Power,Mordor,Lignite,2035,NaN
Electricity Mix [%],Power,Mordor,Lignite,2040,NaN
Electricity Mix [%],Power,Mordor,Gas_Bio,2018,NaN
Electricity Mix [%],Power,Mordor,Gas_Bio,2025,NaN
Electricity Mix [%],Power,Mordor,Gas_Bio,2030,NaN
Electricity Mix [%],Power,Mordor,Gas_Bio,2035,NaN
Electricity Mix [%],Power,Mordor,Gas_Bio,2040,NaN
Electricity Mix [%],Power,Mordor,Gas_Synth,2018,NaN
Electricity Mix [%],Power,Mordor,Gas_Synth,2025,NaN
Electricity Mix [%],Power,Mordor,Gas_Synth,2030,NaN
Electricity Mix [%],Power,Mordor,Gas_Synth,2035,NaN
Electricity Mix [%],Power,Mordor,Gas_Synth,2040,NaN
Electricity Mix [%],Power,Mordor,Gas_Synth,2045,0.011951915802152657
Electricity Mix [%],Power,Mordor,Gas_Synth,2050,0.053245654474169936
Electricity Mix [%],Power,Mordor,Heat_Low_Residential,2018,NaN
Electricity Mix [%],Power,Mordor,Heat_Low_Residential,2025,NaN
Electricity Mix [%],Power,Mordor,Heat_Low_Residential,2030,NaN
Electricity Mix [%],Power,Mordor,Heat_Low_Residential,2035,NaN
