Region,Sector,Emission,Technology,Type,PathwayScenario,Year,Value
Mordor,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2035,1.4149523195148557
Mordor,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2040,1.061297897116676
Mordor,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2045,0.6262619633110451
Mordor,Transportation,CO2,PSNG_Road_PHEV,Emissions,Gondor_globalLimit_364,2050,0.5203232047753801
DolAmroth,CHP,CO2,CHP_Gas_CCGT_Natural,Emissions,Gondor_globalLimit_364,2018,0.07670248761193493
Gondor,CHP,CO2,CHP_Coal_Hardcoal,Emissions,Gondor_globalLimit_364,2018,6.360761899176363
Gondor,CHP,CO2,CHP_Coal_Hardcoal,Emissions,Gondor_globalLimit_364,2025,18.515522730026884
Gondor,CHP,CO2,CHP_Coal_Lignite,Emissions,Gondor_globalLimit_364,2018,9.14003882040034
Gondor,CHP,CO2,CHP_Coal_Lignite,Emissions,Gondor_globalLimit_364,2025,7.96973138195348
Gondor,CHP,CO2,CHP_Gas_CCGT_Natural,Emissions,Gondor_globalLimit_364,2018,0.7499224987099794
Rohan,CHP,CO2,CHP_Gas_CCGT_Natural,Emissions,Gondor_globalLimit_364,2018,33.00387637116962
Harad,CHP,CO2,CHP_Gas_CCGT_Natural,Emissions,Gondor_globalLimit_364,2018,6.957599033086135
Mordor,CHP,CO2,CHP_Gas_CCGT_Natural,Emissions,Gondor_globalLimit_364,2018,3.984471530651003
