Timestep,Hydro|Reservoir_RoGonDor_0_0,Hydro|Reservoir_RoGonDor_0_1,Hydro|Reservoir_DolAmroth_0_0,Hydro|Reservoir_DolAmroth_0_1,Hydro|Reservoir_Harad_0_0,Hydro|Reservoir_Harad_0_1,Biomass|w/o CCS_RoGonDor_0,Biomass|w/o CCS_DolAmroth_0,Biomass|w/o CCS_Harad_0,Coal|Hard coal|w/o CCS_RoGonDor_0,Coal|Hard coal|w/o CCS_DolAmroth_0,Coal|Hard coal|w/o CCS_Harad_0,Coal|Lignite|w/o CCS_RoGonDor_0,Gas|CCGT|w/o CCS_RoGonDor_0,Gas|CCGT|w/o CCS_DolAmroth_0,Gas|CCGT|w/o CCS_Harad_0,Gas|OCGT|w/o CCS_RoGonDor_0,Gas|OCGT|w/o CCS_Harad_0,Nuclear_RoGonDor_0,Nuclear_DolAmroth_0,Nuclear_Harad_0,Oil|w/o CCS_RoGonDor_0,Oil|w/o CCS_Harad_0,Solar|PV|Rooftop|Commercial_RoGonDor_0,Solar|PV|Rooftop|Commercial_Harad_0,Solar|PV|Utility|Average_RoGonDor_0,Solar|PV|Utility|Average_DolAmroth_0,Solar|PV|Utility|Average_Harad_0,Solar|PV|Utility|Inf_RoGonDor_0,Solar|PV|Utility|Inf_DolAmroth_0,Solar|PV|Utility|Inf_Harad_0,Solar|PV|Utility|Opt_RoGonDor_0,Solar|PV|Utility|Opt_DolAmroth_0,Solar|PV|Utility|Opt_Harad_0,Wind|Onshore|Avg_RoGonDor_0,Wind|Onshore|Avg_DolAmroth_0,Wind|Onshore|Avg_Harad_0,Wind|Onshore|Opt_RoGonDor_0,Wind|Onshore|Opt_DolAmroth_0,Wind|Offshore|Deep_RoGonDor_0,Wind|Offshore|Shallow_RoGonDor_0,Wind|Offshore|Transitional_RoGonDor_0,Hydro|Run of River_RoGonDor_0,Hydro|Run of River_DolAmroth_0,Hydro|Run of River_Harad_0,Hydro|Pumped Storage_RoGonDor_0,Hydro|Pumped Storage_DolAmroth_0,Hydro|Pumped Storage_Harad_0,Battery|Lithium-Ion_RoGonDor_0,Battery|Lithium-Ion_DolAmroth_0,Battery|Lithium-Ion_Harad_0,SlackUnit_RoGonDor,SlackUnit_DolAmroth,SlackUnit_Harad
10,0,0,13068.95482672073922,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,68758.218206629157066,71.540352000000595467,10700.231703475554241,0,0,0,41663.783749344496755,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,103154.97928494818916,66549.048001993287471,77280.68852128436265,8171.0376749999986714,56976.978206708015932,65923.697323479223996,4091.5913682561990754,46922.217346700723283,164453.83292415516917,7945.0410915450211178,26261.848923964556889,15253.727227418783514,640.73920000000009622,2692.6293972295334243,74093.967222413324635,3973.9179133333332175,52197.278257216101338,29456.006362728545355,51071.715583764591429,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,0,0,0,0,0,0
11,0,0,0,0,36000,0,0,0,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,0,88021.690970146621112,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,2451.3154334036898945,2272.6018948032779008,3655.5757843427595617,251.15332499999999527,1945.722628952578134,3822.4898607961499692,125.76331398188590072,1602.3598120785904939,9003.5227510100285144,244.2068641426453155,896.82316152519047137,35188.33688531426742,2995.1904000000004089,4906.8729878923313663,60728.741717086581048,18576.420460000001185,52396.801893300922529,66058.989114027310279,43628.035312415100634,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,40483.950771430667373,0,0,0,0,0
12,0,0,0,0,35120.440210485954594,0,0,0,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,0,0,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,5776.4740894375909193,1031.2924518205215918,1671.7939005111470578,211.57222500000000309,882.95669609519211463,777.79063329374855584,105.94334820182534429,727.14080854898440975,2712.7769363218449143,205.72050800813485694,406.972712296717134,17583.273591036198923,3688.7680000000000291,5456.604323176186881,53578.709428478381597,22878.04653333333772,45840.649130141420756,50432.696332431827614,25694.898677259756369,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,15173.193319340542075,0,0,0,0,0
13,0,0,0,0,29655.59117488598713,0,0,0,2814.8496863584377934,83084.055736004374921,0,10700.231703475554241,0,0,0,0,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,107615.5169978136546,72631.822908181115054,71626.118818601331441,8918.7065999999995256,62184.838329001475358,56355.704936233341869,4465.9814814242172361,51211.043329765911039,143231.21345620884676,8672.0308042679280334,28662.257651374191482,4747.6694505163241047,3578.7471999999997934,4298.8885379772091255,38713.581759292275819,22195.688363333334564,61869.799257105689321,61261.826736346432881,20101.254666620654461,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,0,0,0,0,0,0
14,0,0,0,0,36000,0,0,0,2814.8496863584377934,80423.544419542420655,0,10700.231703475554241,0,0,0,4541.2058771403744686,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,82847.780450773687335,79247.071221333389985,74191.199189666149323,8418.434849999999642,67848.583645976555999,66433.797135371016338,4215.4738157521915127,55875.304179039514565,162197.6461548875086,8185.5956942145221547,31272.793143772414624,6662.5533523358690218,4016.0368000000003121,7442.5309677200593796,42363.195482200215338,24907.794903333335242,68698.24195512701408,85300.804909415179281,15761.035533083537302,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,0,0,0,0,0,0
15,0,0,0,0,36000,0,0,0,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,0,90000,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,2204.3146775880309178,2384.209284915445096,3811.0359270497151556,260.56664999999946986,2041.2769911117188713,3915.0247738030066103,130.4769722525397242,1681.0516397390592829,9136.7190942938650551,253.35983306872091703,940.86611188919721371,37161.181987866802956,4369.6783999999997832,8023.0050919533550768,78048.744968806422548,27101.109576666669454,60384.303946073901898,90871.969853147136746,6570.8734448666373282,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,23663.398490700448747,0,276.10529708269223192,0,0,0
16,0,0,0,0,29710.739396528755606,0,0,0,2814.8496863584377934,98675.729275205449085,0,10700.231703475554241,6170.7015366944979178,0,0,0,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,5825.0537865673113629,972.36145457363829792,1920.2806897603861671,227.04052499999997394,832.50202774689853413,923.67225931608129486,113.68899389322064053,685.58990520332815777,3016.3438075156013838,220.7609819362326391,383.71712873690478318,58396.278598434146261,3956.9039999999999964,6554.2225514538640709,76389.769121144941892,24541.048350000000937,53574.805489640428277,80580.273875920029241,3471.9342570927324232,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,2814.8496863584377934,0,0,10700.231703475554241,0,0,0,0,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,120779.818886257548,69518.98090365419921,81988.375190582562936,8717.7334499999979016,59519.731368379842024,62807.048731184237113,4365.3455477156803681,49016.24936219517258,159207.93718462646939,8476.6162194187345449,27433.855609550722875,59021.088139718987804,3922.4655999999999949,7801.0717918619620832,49420.648553345323307,24327.458523333330959,64024.24403881301987,79320.894641751292511,2831.7719988231069692,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,-89875.77092999976594,-12824.71769418547774,-27928.202275929324969,0,0,0
18,0,0,0,0,0,0,0,0,2814.8496863584377934,0,0,10700.231703475554241,0,0,0,0,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,102755.04381738294614,75473.765946785380947,88329.50685121906281,7928.2725749999990512,64618.011025482584955,74830.853738749370677,3970.0284007137861408,53214.8326092209536,183410.16495435871184,7708.9904487981029888,29783.756470231863204,51357.395674570623669,3815.8240000000000691,8796.8205346091835963,63638.436531916777312,23666.058433333335415,57105.714621131250169,76553.422901682657539,3212.3229099938830586,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,-70361.562703271047212,0,-34414.787209767666354,0,0,0
19,0,0,0,0,36000,0,0,0,2814.8496863584377934,98675.729275205449085,0,10700.231703475554241,0,0,0,0,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,2525.0774368315182983,2132.9348575112358049,4225.9299383551460778,269.24174999999996771,1826.1445736850434969,4247.5468320599457002,134.82096939103772115,1503.883766564149937,9916.1770893343600619,261.79499500465732353,841.70720204653082419,18512.26765849315052,3235.1040000000002692,6857.4488639350574886,89430.951379325182643,20064.384600000001228,53339.070185232871154,85499.876869222149253,4327.2831407622816187,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,16329.919616470069741,0,50234.114584479073528,0,0,0
20,0,0,0,0,1290.2305856484808828,0,0,0,2814.8496863584377934,29939.678357468685135,0,10700.231703475554241,0,0,0,0,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,6470.0575051008827359,794.24868392676614803,2030.808495669915601,218.42662499999997294,680.00807394639855374,949.36132982108699707,109.37564223718119649,560.00664913232822073,3188.5789327882393991,212.38532731554093402,313.42956167784177524,15927.718581854604054,2816.4704000000001543,5122.8603062284046246,95681.676413234687061,17467.98412666666627,48450.108004391593568,72004.316251643744181,4204.4486855698769432,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,0,11574.307719002394151,6030.4334263624623418,0,0,0
21,0,0,0,0,0,0,0,0,2814.8496863584377934,0,0,10700.231703475554241,0,0,0,0,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,133299.50297109453822,56316.228325225863955,83376.969954620537465,9780.0545249999995576,48215.994222400877334,62209.834125831519486,4897.2955782589724549,39707.289359624257486,160040.50593640099396,9509.5553550578661088,22223.733090821628139,20646.071711886856065,2607.7439999999996871,2251.7701758315092775,87757.923530185187701,16173.445600000000923,41893.904246862679429,71232.488671102444641,6513.1468304845357125,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,-127580.45175555429887,0,-47850.251808755849197,0,0,0
22,0,0,0,0,0,0,0,0,2814.8496863584377934,0,0,10700.231703475554241,0,0,0,0,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,117259.99252533692925,58839.846429821263882,90249.780349529290106,8638.1619749999990745,50376.628191849675204,73889.518066950782668,4325.5006744916172465,41486.634981523253373,183668.67469423968578,8399.2455519790128164,23219.613263332601491,25246.95955953005614,2920.1440000000002328,2956.159560221198717,122915.76200341321237,18110.976433333333262,32403.336489775378141,64820.617230023439333,14606.835965048341677,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,-109792.08746522653382,-13955.933509936767223,-29348.756985868232732,0,0,0
23,0,0,0,0,36000,0,0,0,2814.8496863584377934,72329.090554691472789,0,10700.231703475554241,0,0,0,33929.713554226771521,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,2814.5988689062496633,1731.4351615653063163,4141.2949649157280874,210.00014999999999077,1482.3945109459655214,4058.3669887202909194,105.15614237117162588,1220.7954796025626365,9532.4498192878199916,204.19191384778656584,683.26580168819828032,35829.312539354294131,3150.9567999999999302,3337.3713936636254402,140053.86830449881381,19542.496653333335416,7499.6579185220534782,27049.773466105456464,28080.231211915503081,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,127543.34130307749729,0,0,0,0,0
24,0,0,0,0,0,0,0,0,2814.8496863584377934,0,0,10700.231703475554241,0,0,0,0,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,6516.4611474739076584,764.52496769123774811,1987.446661821522639,254.34337499999998045,654.55966284180465209,902.03830270239859601,127.36070975503696445,539.04913410501558246,3093.151859621852509,247.30868294977537403,301.69987104105223352,52618.139369110678672,2618.6320000000000618,2839.6095645314403555,128696.75235796514608,16240.973883333335834,2504.1205052809700646,10053.539819020261348,31933.491200705197116,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,213768.80867011309601,5908.2546679671213496,10475.604205411778821,0,0,0
25,0,0,0,0,36000,0,0,0,2814.8496863584377934,0,0,10700.231703475554241,0,0,0,0,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,132876.49066123834928,53674.633462753547064,82229.691666888757027,9842.8342499999980646,45954.35265984194848,61008.964692994835787,4928.7320972334737235,37844.761013987481419,157286.56089648260968,9570.598702877321557,21181.29646281019086,69691.812034581627813,2398.4448000000002139,1303.1266134676711772,108318.61590618235641,14875.354520000000775,1382.4476891276815422,11535.904851183524443,38465.692975923688209,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,0,6686.9753247508124332,37386.215185707522323,0,0,0
26,0,0,0,0,36000,0,0,0,2814.8496863584377934,0,0,10700.231703475554241,0,0,0,66014.46142753874301,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,116849.48517509091471,51481.56259247235721,89262.806819752411684,8612.4005999999990308,44076.721725466522912,72251.18764074172941,4312.6008417192260822,36298.476715090073412,179786.48623073493945,8374.1966914681997878,20315.858149205061636,89627.592302573728375,2788.1663999999996122,1672.671567882304771,133449.73053711745888,17292.44036000000051,2886.4692878960677263,33143.047408828635525,58595.324269678189012,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,-71455.203941061510704,-1767.3602331680740463,18016.103788662920124,0,0,0
27,0,0,0,0,36000,0,0,0,2814.8496863584377934,98675.729275205449085,0,10700.231703475554241,0,0,0,90000,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,2735.7618566708133585,1465.8726929590841337,4163.355547956763985,200.95019999999948368,1255.0291700346560901,4000.0737754064070941,100.62444165261474893,1033.5534341461811891,9364.5374659491717466,195.39226960597636662,578.46848843132215734,67362.286344265783555,2779.867200000000139,3699.8574486021716439,144005.22259393634158,17240.968029999999999,9081.3332764140795916,24000.571710448883096,51725.398161084034655,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,65689.162217928984319,1595.0426104341868268,3794.1822573660238049,0,0,0
28,0,0,24708.216207982186461,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,32038.70455682280226,0,0,90000,0,0,58283.046668346665683,0,240000,51914.257641406147741,23.69761826676840144,6126.6658276489861237,868.38582944085999316,1785.0839501225955246,298.32322499999946785,743.48171708758275145,786.5908423001662868,149.38331958680507228,612.27906113095309593,2778.6741401220915577,290.07212736749875148,342.68585569855997619,61596.365289749643125,2009.0560000000002674,2067.1571334662121444,116279.26942338614026,12460.332733333334545,7758.7959722273262742,8071.9209192305834222,35510.334499665776093,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,0,0,-81896.780483058770187,0,0,0
29,0,0,12631.967860602559085,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,34887.891340971691534,71.540352000000595467,10700.231703475554241,0,0,0,43341.583209877928311,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,129133.14357406130875,61740.949992438720074,77731.94177376414882,9654.5562749999971857,52860.45206950615102,57135.364972322160611,4834.453185792430304,43532.136998416826827,148111.7088176899415,9387.5281667342005676,24364.458242511762364,87962.886449751531472,714.33440000000007331,661.74837958285752393,84402.233871343763894,4430.3614766666669311,1292.4349612973614967,6509.082920204176844,28538.974075293492206,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,0,0,0,0,0,0
30,0,0,11073.16469743712878,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,6361.5672777699073777,71.540352000000595467,10700.231703475554241,0,0,0,90000,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,113584.7530525008915,60895.201240323949605,84572.449758739458048,8334.5525999999990745,52136.351429987604206,68096.073716321436223,4173.4703513574559111,42935.818824695670628,170069.49023776085232,8104.0334802572542685,24030.705519933304458,105653.61161804151197,785.11199999999996635,1228.2422564923881509,102079.60096475650789,4869.3300500000004831,9062.6250087709540821,9301.5614941805833951,41804.791213631964638,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,0,0,-10361.187000212397834,0,0,0
31,0,0,13224.523217895290145,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,98675.729275205449085,71.540352000000595467,10700.231703475554241,5180.6564054136542836,0,0,90000,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,2566.4418369345639803,1839.1979783419935757,3778.8042238045450176,159.2844749999995031,1574.6572832518124869,3685.4621237729097629,79.760614126310215966,1296.7765862073717926,8653.7943629102428531,154.87894554594322472,725.79159129416484575,91054.338281536591239,681.55999999999994543,1481.9062163190717456,120148.98172445788805,4227.0919166666672027,24366.867843692867609,29120.889701154428622,49662.096970582861104,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,0,0,21701.041437901680183,0,0,0
32,0,0,10408.952081157945941,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,16587.239984263491351,71.540352000000595467,10700.231703475554241,0,0,0,16434.877251630772662,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,5680.8651192672759862,827.90304603513925485,1777.1159642689881366,182.6896499999999719,708.82176721443750012,796.55279617946155213,91.480595824047981068,583.73557300012191718,2709.4117924577672056,177.63677441983867311,326.71037935829934895,82974.380424759190646,569.91199999999992087,2577.1923192605395343,111528.16287182386441,3534.6417166666665253,13369.687773893196209,33695.959049202516326,68112.069307680634665,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,0,0,0,0,0,0
33,0,0,18733.078027262734395,0,36000,0,0,2202.7200000000002547,2814.8496863584377934,0,71.540352000000595467,10700.231703475554241,0,0,0,44738.479267525399337,0,0,0,0,240000,51914.257641406147741,23.69761826676840144,124254.39266054483596,62995.944968861957022,78489.980087374133291,8448.5758499999992637,53934.935079677132308,57091.17222399039747,4230.5667158630230915,44417.005359734102967,146737.94608624649118,8214.9030469725385046,24859.70933115504522,98547.138477719316143,403.80320000000000391,1615.3375482226788336,121559.86601849613362,2504.4210966666669265,21410.596929672825354,10305.973318080275931,94593.433347537371446,18546.99269503015239,7056.8701644381717415,4998.3719412570608256,0,0,0,-105673.87986506603193,0,0,0,0,0
